finess;Raison_sociale;Enquete_obligatoire;Participation;Resultat_doc;doc_c_den_etbt;doc_c_etbt;doc_c_icbas_etbt;doc_c_ichaut_etbt;doc_c_pos_seuil_etbt;doc_c_pos_evol_etbt;Resultat_dtn;dtn2_c2_den_etbt;dtn2_c2_etbt;dtn2_c2_icbas_etbt;dtn2_c2_ichaut_etbt;dtn2_c2_pos_seuil_etbt;dtn2_c2_pos_evol_etbt;Lib_reg
620100057;CENTRE HOSPITALIER D'ARRAS;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Hauts de France
620100073;CENTRE HOSPITALIER BAPAUME;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;82.5;72;90;B;Positive;Hauts de France
620100081;HOP. LOCAL DE ST POL S/ TERNOISE;Oui;Oui;ES non contrôlé;80;23.75;15;35;C;;ES non contrôlé;80;70;59;80;B;Stable;Hauts de France
620100099;HOPITAL PRIVE ARRAS LES BONNETTES;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;98.75;93;99;A;Stable;Hauts de France
620100461;HOPITAL LOCAL D'HESDIN;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Hauts de France
620100487;CLINIQUE DES ACACIAS;Oui;Oui;ES non contrôlé;80;55;43;66;C;;ES non contrôlé;78;75.64;65;85;B;Stable;Hauts de France
620100495;CLINIQUE LES DRAGS CONVALESCENCE;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;91.25;83;97;A;Stable;Hauts de France
620100651;CTRE HOSPITALIER BETHUNE-BEUVRY;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;48.75;37;60;C;Stable;Hauts de France
620100677;CTRE HOSPITALIER HENIN-BEAUMONT;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;62.5;51;73;C;Positive;Hauts de France
620100842;CENTRE DE RÉADAPTATION FONCTIONNELLE OIGNIES;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Hauts de France
620101295;HL AIRE SUR LA LYS;Oui;Oui;ES non contrôlé;79;88.61;79;95;B;;ES non contrôlé;80;98.75;93;99;A;Non Calculable;Hauts de France
620101311;CLINIQUE DES 2 CAPS;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;76.25;65;85;B;Positive;Hauts de France
620101337;CENTRE HOSPITALIER DE CALAIS;Oui;Oui;ES non contrôlé;80;67.5;56;78;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Hauts de France
620101360;C.H. REGION DE SAINT-OMER;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;73.75;63;83;B;Stable;Hauts de France
620102954;"UNIRÉ DE GÉRONTOLOGIE ""LE SURGEON"" BULLY LES MINES";Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Hauts de France
620103432;CH ARRONDISSEMENT DE MONTREUIL;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;86.25;77;93;B;Négative;Hauts de France
620103440;CENTRE HOSPITALIER DE BOULOGNE;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;81.25;71;89;B;Stable;Hauts de France
620105940;POLYCLINIQUE DU TERNOIS;Oui;Oui;ES non contrôlé;80;61.25;50;72;C;;ES non contrôlé;80;85;75;92;B;Négative;Hauts de France
620106203;"UNITÉ DE CONVALESCENCE ET DE SOINS ""LA ROSERAIE"" B";Oui;Oui;ES non contrôlé;80;77.5;67;86;B;;ES non contrôlé;80;87.5;78;94;B;Négative;Hauts de France
620117606;"CENTRE ""LA MANAIE"" AUCHEL";Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;100;100;100;A;Stable;Hauts de France
620118513;CENTRE MCO COTE D'OPALE;Oui;Oui;ES non contrôlé;32;96.88;84;99;A;;ES non contrôlé;34;94.12;80;99;B;Stable;Hauts de France
630000131;CLINIQUE CARDIO PNEUMOLOGIE;Oui;Oui;ES non contrôlé;80;27.5;18;39;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Auvergne-Rhône-Alpes
630000487;CENTRE NOTRE DAME;Oui;Oui;ES non contrôlé;80;21.25;13;32;C;;ES non contrôlé;80;41.25;30;53;C;Négative;Auvergne-Rhône-Alpes
630010510;CLINIQUE DES 6 LACS;Oui;Oui;ES non contrôlé;80;83.75;74;91;B;;ES non contrôlé;80;95;88;99;A;Positive;Auvergne-Rhône-Alpes
630180032;CH DU MONT DORE;Oui;Oui;ES non contrôlé;75;22.67;14;34;C;;ES non contrôlé;79;94.94;87;99;A;Stable;Auvergne-Rhône-Alpes
630780179;CENTRE D'HOSPITALISATION DE CHANAT;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;98.75;93;99;A;Stable;Auvergne-Rhône-Alpes
630780302;CENTRE MEDICAL ETIENNE CLEMENTEL;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Auvergne-Rhône-Alpes
630780310;CL LES SORBIERS - ISSOIRE;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;93.75;86;98;A;Stable;Auvergne-Rhône-Alpes
630780526;CENTRE MEDICAL LES SAPINS;Oui;Oui;ES non contrôlé;53;30.19;18;44;C;;ES non contrôlé;48;93.75;83;99;A;Positive;Auvergne-Rhône-Alpes
630780559;MAISON D'ENFANTS TZA NOU;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;0;;;;;;Auvergne-Rhône-Alpes
630780989;C.H.U. CLERMONT-FERRAND;Oui;Oui;ES non contrôlé;76;76.32;65;85;B;;ES non contrôlé;80;86.25;77;93;B;Stable;Auvergne-Rhône-Alpes
630780997;CENTRE HOSPITALIER AMBERT;Oui;Oui;ES non contrôlé;80;55;43;66;C;;ES non contrôlé;80;63.75;52;74;C;Positive;Auvergne-Rhône-Alpes
630781029;CENTRE HOSPITALIER THIERS;Oui;Oui;ES non contrôlé;80;38.75;28;50;C;;ES non contrôlé;80;70;59;80;B;Non Calculable;Auvergne-Rhône-Alpes
630781367;CH BILLOM;Oui;Oui;ES non contrôlé;43;6.98;1;19;C;;ES non contrôlé;58;84.48;73;93;B;Stable;Auvergne-Rhône-Alpes
630781433;MECS L ILE AUX ENFANTS;Oui;Oui;ES non contrôlé;80;0;0;0;C;;ES non contrôlé;0;;;;;;Auvergne-Rhône-Alpes
630783348;CMPR MAURICE GANTCHOULA;Non;Oui;ES non contrôlé;24;54.17;33;74;C;;ES non contrôlé;24;50;29;71;C;Stable;Auvergne-Rhône-Alpes
630785756;CRF MICHEL BARBAT;Oui;Oui;ES non contrôlé;80;10;4;19;C;;ES non contrôlé;80;90;81;96;A;Stable;Auvergne-Rhône-Alpes
640005591;L.M.C.  LES JEUNES CHENES;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;96.25;89;99;A;Positive;Nouvelle Aquitaine
640010518;CENTRE MEDICAL LEON DIEUDONNE;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Nouvelle Aquitaine
640017224;CLINIQUE BEAULIEU COLISEE;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;91.25;83;97;A;Positive;Nouvelle Aquitaine
640780185;LES EMBRUNS;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;66.25;55;76;C;Stable;Nouvelle Aquitaine
640780417;CENTRE HOSPITALIER COTE BASQUE;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;88.75;80;95;B;Stable;Nouvelle Aquitaine
640780557;CENTRE MEDICAL TOKI-EDER;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Nouvelle Aquitaine
640780581;CTRE PNEUMOLOGIE LES TERRASSES;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;96.25;89;99;A;Stable;Nouvelle Aquitaine
640780607;LA MAISON BASQUE;Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;73.75;63;83;B;Négative;Nouvelle Aquitaine
640780623;CENTRE ANNIE ENIA;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;87.5;78;94;B;Stable;Nouvelle Aquitaine
640780631;CENTRE GRANCHER-CYRANO;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;92.5;84;97;A;Stable;Nouvelle Aquitaine
640780649;CENTRE PNEUMOLOGIE  LANDOUZY;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;76.25;65;85;B;Stable;Nouvelle Aquitaine
640780672;CTRE READAP FONCT MARIENIA;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;72.5;61;82;B;Stable;Nouvelle Aquitaine
640780714;MAISON SAINT VINCENT VILLA CONCHA;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;77.5;67;86;B;Stable;Nouvelle Aquitaine
640780813;HOPITAL ORTHEZ;Oui;Oui;ES non contrôlé;73;36.99;26;49;C;;ES non contrôlé;80;58.75;47;70;C;Stable;Nouvelle Aquitaine
640780821;CENTRE HOSPITALIER OLORON;Oui;Oui;ES non contrôlé;58;36.21;24;50;C;;ES non contrôlé;64;93.75;85;98;A;Positive;Nouvelle Aquitaine
640780839;HOPITAL LOCAL DE MAULEON;Oui;Oui;ES non contrôlé;80;5;1;12;C;;ES non contrôlé;80;28.75;19;40;C;Stable;Nouvelle Aquitaine
640781225;CLINIQUE CARDIOLOGIQUE ARESSY (SNECCA);Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;90;81;96;A;Stable;Nouvelle Aquitaine
640781290;CENTRE HOSPITALIER PAU;Oui;Oui;ES non contrôlé;80;36.25;26;48;C;;ES non contrôlé;80;81.25;71;89;B;Stable;Nouvelle Aquitaine
640781340;MAIS REPOS ET CONV STE ODILE;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;86.25;77;93;B;Stable;Nouvelle Aquitaine
640787149;CRF EN MILIEU THERMAL;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;88.75;80;95;B;Stable;Nouvelle Aquitaine
640787156;CLINIQUE FONDATION LURO;Oui;Oui;ES non contrôlé;63;96.83;89;99;A;;ES non contrôlé;62;93.55;84;98;A;Stable;Nouvelle Aquitaine
640789426;MAIS REPOS CONVAL LES ACACIAS;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;82.5;72;90;B;Stable;Nouvelle Aquitaine
640789624;CENTRE MÉDICO-SOCIAL COULOMME;Oui;Oui;ES non contrôlé;79;91.14;83;96;A;;ES non contrôlé;78;94.87;87;99;A;Stable;Nouvelle Aquitaine
640790150;MARIN DE HENDAYE;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;71.25;60;81;B;Stable;Ile de France
650002579;CLINIQUE ORMEAU PYRENEES;Oui;Oui;ES non contrôlé;80;85;75;92;B;;ES non contrôlé;80;76.25;65;85;B;Stable;Occitanie
650780158;CH LOURDES;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;92.5;84;97;A;Stable;Occitanie
650780166;CH BAGNERES-DE-BIGORRE;Oui;Oui;ES non contrôlé;80;87.5;78;94;B;;ES non contrôlé;80;93.75;86;98;A;Positive;Occitanie
650780190;HOPITAL LE MONTAIGU;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;77.5;67;86;B;Négative;Occitanie
650780323;MAISON ENFANTS DIETETIQUE SOLEIL ET BIGORRE;Oui;Oui;ES non contrôlé;53;9.43;3;21;C;;ES non contrôlé;1;100;;;Effectif < 10;Non Calculable;Occitanie
650780398;CENTRE MEDICAL L'ARBIZON;Oui;Oui;Recueil Validé;80;96.25;89;99;A;;Recueil Validé;80;92.5;84;97;A;Stable;Occitanie
650783160;CH DE BIGORRE;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;81.25;71;89;B;Négative;Occitanie
660000605;CENTRE DOCTEUR BOUFFARD-VERCELLI;Oui;Oui;ES non contrôlé;80;61.25;50;72;C;;ES non contrôlé;80;63.75;52;74;C;Positive;Occitanie
660005166;CENTRE CONVALESCENCE ST CHRISTOPHE;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;90;81;96;A;Positive;Occitanie
660009689;GCS POLE SANITAIRE CERDAN;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;71.25;60;81;B;Positive;Occitanie
660780099;CLINIQUE SSR AL SOLA;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;93.75;86;98;A;Positive;Occitanie
660780149;M.E.C.S.S. CASTEL-ROC;Oui;Oui;ES non contrôlé;65;7.69;2;17;C;;ES non contrôlé;0;;;;;;Occitanie
660780156;CENTRE LE VALLESPIR;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;92.5;84;97;A;Stable;Occitanie
660780172;CENTRE HELIO MARIN BANYULS SUR MER;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;100;100;100;A;Stable;Occitanie
660780180;CH PERPIGNAN;Oui;Oui;ES non contrôlé;72;93.06;84;98;A;;ES non contrôlé;80;87.5;78;94;B;Stable;Occitanie
660780271;HL PRADES;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Occitanie
660780321;M.E.C.S.S. LA PERLE CERDANE;Oui;Oui;ES non contrôlé;80;60;48;71;C;;ES non contrôlé;0;;;;;;Occitanie
660780347;CLINIQUE DU SOUFFLE LA SOLANE;Oui;Oui;Recueil Validé;80;62.5;51;73;C;;Recueil Validé;80;98.75;93;99;A;Stable;Occitanie
660780370;MAISON DE REPOS ET DE CONVALESCENCE LE CHATEAU BLE;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;82.5;72;90;B;Négative;Occitanie
660780537;MECSS LES PETITS LUTINS;Non;Oui;ES non contrôlé;33;87.88;72;97;B;;ES non contrôlé;0;;;;;;Occitanie
660780636;C.R.F. MER AIR SOLEIL;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;57.5;46;69;C;Négative;Occitanie
660780743;SAINT JOSEPH DE SUPERVALTECH;Oui;Oui;Recueil Validé;80;92.5;84;97;A;;Recueil Validé;80;66.25;55;76;C;Stable;Occitanie
660780800;SOLEIL CERDAN;Oui;Oui;ES non contrôlé;80;73.75;63;83;B;;ES non contrôlé;80;92.5;84;97;A;Stable;Occitanie
660780842;VAL PYRENE;Oui;Oui;ES non contrôlé;80;100;100;100;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Occitanie
660781097;M.S.M SUNNY COTTAGE;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;96.25;89;99;A;Positive;Occitanie
660781287;C.R.F. LE FLORIDE;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;87.5;78;94;B;Stable;Occitanie
660790163;C.R.F LA PINEDE;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;88.75;80;95;B;Positive;Occitanie
670000215;HOPITAL-MAISON DE RETRAITE LE NEUENBERG;Oui;Oui;ES non contrôlé;80;37.5;27;49;C;;ES non contrôlé;80;92.5;84;97;A;Stable;Grand Est
670000249;"CENTRE DE POSTCURE ""CHÂTEAU WALK""";Oui;Oui;Recueil Validé;77;84.42;74;92;B;;Recueil Validé;77;38.96;28;51;C;Négative;Grand Est
670002278;CLINIQUE DU RIED SCHILTIGHEIM;Oui;Oui;ES non contrôlé;80;93.75;86;98;A;;ES non contrôlé;80;91.25;83;97;A;Stable;Grand Est
670014992;ETAB. DE SOINS DE SUITE AMRESO BETHEL;Oui;Oui;ES non contrôlé;58;77.59;65;88;B;;ES non contrôlé;53;92.45;82;98;A;Stable;Grand Est
670016153;CRF MUESBERG SITE OBERNAI;Oui;Oui;ES non contrôlé;80;75;64;84;B;;ES non contrôlé;80;100;100;100;A;Positive;Grand Est
670018068;CLINIQUE RHENA GCS;Oui;Oui;ES non contrôlé;80;95;88;99;A;;ES non contrôlé;80;76.25;65;85;B;Non Calculable;Grand Est
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;Oui;Oui;ES non contrôlé;80;45;34;57;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Grand Est
670780071;CMLS BRUMATH;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Grand Est
670780121;UGECAM-C.R.F. CLEMENCEAU  STRASBOURG;Oui;Oui;ES non contrôlé;80;82.5;72;90;B;;ES non contrôlé;80;81.25;71;89;B;Négative;Grand Est
670780337;CENTRE HOSPITALIER DE HAGUENAU;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;85;75;92;B;Négative;Grand Est
670780345;CENTRE HOSPITALIER DE SAVERNE;Oui;Oui;ES non contrôlé;80;98.75;93;99;A;;ES non contrôlé;80;92.5;84;97;A;Positive;Grand Est
670780501;CENTRE DE SOINS DE SUITE OU DE READAPTATION DE MAR;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Grand Est
670780543;CENTRE HOSPITALIER  WISSEMBOURG;Oui;Oui;ES non contrôlé;80;46.25;35;58;C;;ES non contrôlé;80;85;75;92;B;Positive;Grand Est
670780550;CENTRE DE READAPTATION FONCTIONNELLE DE MORSBRONN;Oui;Oui;ES non contrôlé;80;76.25;65;85;B;;ES non contrôlé;80;62.5;51;73;C;Stable;Grand Est
670780584;ETS HOSPITAL. DEP. BISCHWILLER;Oui;Oui;ES non contrôlé;71;88.73;79;95;B;;ES non contrôlé;80;73.75;63;83;B;Négative;Grand Est
670780592;CENTRE MEDICAL DE NIEDERBRONN LES BAINS;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;91.25;83;97;A;Stable;Grand Est
670780600;ETABLISSEMENT MEDICAL DE LIEBFRAUENTHAL;Oui;Oui;Recueil Validé;80;63.75;52;74;C;;Recueil Validé;80;93.75;86;98;A;Négative;Grand Est
670780642;HÔPITAL MOLSHEIM;Oui;Oui;ES non contrôlé;58;98.28;91;99;A;;ES non contrôlé;58;86.21;75;94;B;Stable;Grand Est
670780675;HÔPITAL DE ROSHEIM;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;96.25;89;99;A;Stable;Grand Est
670780717;HÔPITAL LOCAL D'ERSTEIN;Oui;Oui;ES non contrôlé;80;50;39;61;C;;ES non contrôlé;80;51.25;40;63;C;Négative;Grand Est
670780873;UGECAM-CENTRE MEDICAL DE SAALES;Oui;Oui;ES non contrôlé;80;96.25;89;99;A;;ES non contrôlé;80;78.75;68;87;B;Stable;Grand Est
670780915;CENTRE DE READAPTATION DE SCHIRMECK;Oui;Oui;ES non contrôlé;80;43.75;33;55;C;;ES non contrôlé;80;98.75;93;99;A;Stable;Grand Est
670781129;UGECAM-C.T.O. D'ILLKIRCH-GRAFFENSTADEN;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;81.25;71;89;B;Négative;Grand Est
670797539;CLINIQUE DE LA TOUSSAINT - GHSV;Oui;Oui;ES non contrôlé;80;21.25;13;32;C;;ES non contrôlé;80;87.5;78;94;B;Positive;Grand Est
680000072;UGECAM-C. M. LE SCHIMMEL MASEVAUX;Oui;Oui;ES non contrôlé;80;56.25;45;67;C;;ES non contrôlé;80;100;100;100;A;Stable;Grand Est
680000130;CENTRE DE READAPTATION DE MULHOUSE;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;90;81;96;A;Stable;Grand Est
680000189;MAISON REPOS CONV. SENTHEIM;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;96.25;89;99;A;Positive;Grand Est
680000221;HÔPITAL SAINT VINCENT ODEREN;Oui;Oui;ES non contrôlé;80;92.5;84;97;A;;ES non contrôlé;80;90;81;96;A;Négative;Grand Est
680000247;"UGECAM-CENTRE MEDICAL ""LALANCE"" DE LUTTERBACH";Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;100;100;100;A;Stable;Grand Est
680000296;CENTRE MEDICAL DE LUPPACH;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;68.75;57;79;C;Stable;Grand Est
680000312;POLE DE GERONTOLOGIE SAINT DAMIEN;Oui;Oui;ES non contrôlé;80;18.75;11;29;C;;ES non contrôlé;80;92.5;84;97;A;Stable;Grand Est
680000411;CENTRE HOSPITALIER DE PFASTATT;Oui;Oui;ES non contrôlé;80;77.5;67;86;B;;ES non contrôlé;80;95;88;99;A;Stable;Grand Est
680000973;CENTRE HOSPITALIER DE COLMAR;Oui;Oui;ES non contrôlé;80;43.75;33;55;C;;ES non contrôlé;80;78.75;68;87;B;Stable;Grand Est
680000981;EPS DR THUET ENSISHEIM;Oui;Oui;ES non contrôlé;66;84.85;74;93;B;;ES non contrôlé;69;72.46;60;83;B;Stable;Grand Est
680001005;CENTRE HOSPITALIER DE GUEBWILLER;Oui;Oui;ES non contrôlé;80;58.75;47;70;C;;ES non contrôlé;80;96.25;89;99;A;Stable;Grand Est
680001054;HL I. VAL D'ARGENT SAINTE-MARIE AUX MINES;Oui;Oui;ES non contrôlé;59;74.58;62;85;B;;ES non contrôlé;63;87.3;76;94;B;Positive;Grand Est
680001088;HÔPITAL LOCAL DE SOULTZ;Oui;Oui;ES non contrôlé;52;86.54;74;94;B;;ES non contrôlé;50;100;100;100;A;Positive;Grand Est
680001112;HOPITAL LOCAL  LOEWEL MUNSTER;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;72.5;61;82;B;Stable;Grand Est
680001138;HÔPITAL LOCAL DE RIBEAUVILLE;Oui;Oui;ES non contrôlé;80;72.5;61;82;B;;ES non contrôlé;80;93.75;86;98;A;Stable;Grand Est
680001237;"UGECAM-CRF ""LE MUESBERG""";Oui;Oui;ES non contrôlé;80;32.5;22;44;C;;ES non contrôlé;80;97.5;91;99;A;Stable;Grand Est
680001310;CENTRE MEDICAL SAINTE ANNE  JUNGHOLTZ;Oui;Oui;ES non contrôlé;80;27.5;18;39;C;;ES non contrôlé;80;100;100;100;A;Positive;Grand Est
680001328;CENTRE MEDICAL NATIONAL DE LA MGEN;Oui;Oui;ES non contrôlé;80;97.5;91;99;A;;ES non contrôlé;80;97.5;91;99;A;Stable;Grand Est
680001617;MAISON D'ACCUEIL DU DIACONAT;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;85;75;92;B;Stable;Grand Est
680014495;CENTRE DEPART. DE REPOS ET DE SOINS;Oui;Oui;ES non contrôlé;68;92.65;84;98;A;;ES non contrôlé;80;92.5;84;97;A;Stable;Grand Est
680020336;GRPE HOSP REGION MULHOUSE & SUD ALSACE;Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;76.25;65;85;B;Stable;Grand Est
690000245;HOPITAL DE FOURVIERE;Oui;Oui;ES non contrôlé;80;57.5;46;69;C;;ES non contrôlé;80;80;70;88;B;Stable;Auvergne-Rhône-Alpes
690000401;CENTRE MEDICAL DE L'ARGENTIERE;Oui;Oui;ES non contrôlé;80;90;81;96;A;;ES non contrôlé;80;93.75;86;98;A;Stable;Auvergne-Rhône-Alpes
690000427;C.M.C.R DES MASSUES;Oui;Oui;ES non contrôlé;80;63.75;52;74;C;;ES non contrôlé;80;86.25;77;93;B;Stable;Auvergne-Rhône-Alpes
690001524;CENTRE GERMAINE REVEL;Oui;Oui;ES non contrôlé;80;1.25;0;7;C;;ES non contrôlé;80;88.75;80;95;B;Stable;Auvergne-Rhône-Alpes
690010749;CHI THIZY LES BOURGS ET COURS LA VILLE;Oui;Oui;ES non contrôlé;80;23.75;15;35;C;;ES non contrôlé;80;88.75;80;95;B;Positive;Auvergne-Rhône-Alpes
690010848;CENTRE SSR IRIS SAINT PRIEST;Oui;Oui;ES non contrôlé;80;57.5;46;69;C;;ES non contrôlé;80;87.5;78;94;B;Positive;Auvergne-Rhône-Alpes
690012109;CENTRE BAYARD;Oui;Oui;ES non contrôlé;80;53.75;42;65;C;;ES non contrôlé;80;93.75;86;98;A;Positive;Auvergne-Rhône-Alpes
690025366;CRF  I.R.I.S. LYON 8;Oui;Oui;ES non contrôlé;80;91.25;83;97;A;;ES non contrôlé;80;65;53;75;C;Stable;Auvergne-Rhône-Alpes
690030119;CLINIQUE LA MAJOLANE;Oui;Oui;ES non contrôlé;80;46.25;35;58;C;;ES non contrôlé;80;98.75;93;99;A;Positive;Auvergne-Rhône-Alpes
690030283;KORIAN LES LILAS BLEUS;Oui;Oui;ES non contrôlé;80;68.75;57;79;C;;ES non contrôlé;80;56.25;45;67;C;Négative;Auvergne-Rhône-Alpes
690034558;LES ORMES - GRAND LARGE;Oui;Oui;ES non contrôlé;80;88.75;80;95;B;;ES non contrôlé;80;97.5;91;99;A;Positive;Auvergne-Rhône-Alpes
690780036;CENTRE HOSPITALIER GIVORS;Oui;Oui;ES non contrôlé;80;70;59;80;B;;ES non contrôlé;80;96.25;89;99;A;Stable;Auvergne-Rhône-Alpes
690780044;CENTRE HOSPITALIER SAINTE FOY LES LYON;Oui;Oui;ES non contrôlé;80;26.25;17;37;C;;ES non contrôlé;80;72.5;61;82;B;Stable;Auvergne-Rhône-Alpes
690780051;HOPITAL LOCAL ST SYMPHORIEN SUR COISE;Oui;Oui;ES non contrôlé;74;45.95;34;58;C;;ES non contrôlé;75;82.67;72;91;B;Négative;Auvergne-Rhône-Alpes
690780069;CH DE CONDRIEU;Oui;Oui;ES non contrôlé;80;62.5;51;73;C;;ES non contrôlé;80;73.75;63;83;B;Positive;Auvergne-Rhône-Alpes
690780077;HOPITAL LOCAL DE NEUVILLE SUR SAONE;Oui;Oui;ES non contrôlé;80;47.5;36;59;C;;ES non contrôlé;80;95;88;99;A;Stable;Auvergne-Rhône-Alpes
690780085;HOPITAL LOCAL DE ST LAURENT DE CHAMOUSSET;Oui;Oui;ES non contrôlé;53;54.72;40;68;C;;ES non contrôlé;52;96.15;87;99;A;Positive;Auvergne-Rhône-Alpes
690780101;CHS LE VINATIER;Oui;Oui;ES non contrôlé;22;77.27;55;92;B;;ES non contrôlé;34;64.71;46;80;B;Positive;Auvergne-Rhône-Alpes
690780150;HOPITAL DE L'ARBRESLE;Oui;Oui;ES non contrôlé;80;27.5;18;39;C;;ES non contrôlé;80;48.75;37;60;C;Négative;Auvergne-Rhône-Alpes
690780200;CLINIQUE EMILIE DE VIALAR;Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;65;53;75;C;Stable;Auvergne-Rhône-Alpes
690780481;CENTRE MED.DE GERIATRIE PRESLES;Oui;Oui;ES non contrôlé;80;71.25;60;81;B;;ES non contrôlé;80;91.25;83;97;A;Stable;Auvergne-Rhône-Alpes
690780655;HÔPITAL PRIVE DE L'EST LYONNAIS;Oui;Oui;ES non contrôlé;80;80;70;88;B;;ES non contrôlé;80;50;39;61;C;Positive;Auvergne-Rhône-Alpes
