finess;finess_pmsi;nom_ES;region;type;obligatoire_icsha_v3_mhs;classe_ias_icsha_v3_mhs;res_ias_icsha_v3_mhs;evol_ias_icsha_v3_mhs;obligatoire_icsha_v3_psy;classe_ias_icsha_v3_psy;res_ias_icsha_v3_psy;evol_ias_icsha_v3_psy;obligatoire_dpa_had;classe_DPA_dtn_HAD;res_dpa_dtn_had;evol_dpa_dtn_had;classe_DPA_tre_HAD;res_dpa_tre_had;evol_dpa_tre_had;classe_DPA_coord_HAD;res_dpa_coord_had;evol_dpa_coord_had;classe_DPA_tdp_v3_HAD;res_dpa_tdp_v3_had;evol_dpa_tdp_v3_had;obligatoire_dpa_mco;classe_DPA_qls_v2_MCO;res_dpa_qls_v2_mco;evol_dpa_qls_v2_mco;classe_DPA_pcd_MCO;res_dpa_pcd_mco;evol_dpa_pcd_mco;obligatoire_dpa_ssr;classe_DPA_qls_SSR;res_dpa_qls_ssr;evol_dpa_qls_ssr;classe_DPA_pcd_SSR;res_dpa_pcd_ssr;evol_dpa_pcd_ssr;classe_DPA_pspv_SSR;res_dpa_pspv_ssr;evol_dpa_pspv_ssr;obligatoire_ca_mco;classe_CA_qls_v2_MCO;res_ca_qls_v2_mco;evol_ca_qls_v2_mco;ete_ortho_ratio_oe;ete_ortho_alerte_supe
490000569;440000313;CH CHATEAUBRIANT NOZAY POUANCE;Pays de la Loire;CH;1;C;47;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;A;96;Non concerné (non comparable);A;99%;Non concerné (non comparable);A;98;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
130781479;130781479;CLINIQUE LA CASAMANCE;PACA;Privé;1;B;87;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;49;Non concerné (non comparable);A;93%;Non concerné (non comparable);1;A;96;Non concerné (non comparable);A;100%;Non concerné (non comparable);A;86;0;1;C;18;Non concerné (non comparable);0.0;0
690780259;690780259;CLINIQUE SAINT-CHARLES;Auvergne-Rhône-Alpes;Privé;1;C;59;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;54;Non concerné (non comparable);A;93%;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;46;Non concerné (non comparable);0.0;0
850000175;850009010;CH LVO :SITE DE CHALLANS;Pays de la Loire;CH;1;C;71;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;60;Non concerné (non comparable);B;90%;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;50;Non concerné (non comparable);0.0;0
340782085;340780477;HÔPITAL GUI DE CHAULIAC CHU MTP;Occitanie;CHU;1;B;85;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;25;Non concerné (non comparable);A;100%;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;46;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité)
210987640;210780672;CH D'AUXONNE;Bourgogne-Franche-Comté;CH;1;C;48;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;18;Non concerné (non comparable);A;94%;Non concerné (non comparable);C;72;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
620100495;620100495;CLINIQUE DE SOINS DE SUITE LES DRAGS;Hauts de France;Privé;1;B;83;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;A;100;Non concerné (non comparable);A;99%;Non concerné (non comparable);A;87;-1;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
540001104;540001104;HÔPITAL JOEUF;Grand Est;PSPH/EBNL;1;C;67;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);0;B;79;Non concerné (non comparable);B;85%;Non concerné (non comparable);1;A;87;Non concerné (non comparable);A;100%;Non concerné (non comparable);A;85;-1;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
210987657;210012175;HOSPICES CIVILS DE BEAUNE;Bourgogne-Franche-Comté;CH;1;C;64;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;42%;Non concerné (non comparable);C;29%;Non concerné (non comparable);A;85;Non concerné (non comparable);B;82;Non concerné (non comparable);1;C;41;Non concerné (non comparable);C;57%;Non concerné (non comparable);1;B;76;Non concerné (non comparable);B;70%;Non concerné (non comparable);A;88;Non concerné (non comparable);1;C;50;Non concerné (non comparable);2.38155392476011;0
750150344;750150344;HÔPITAL PRIVÉ COGNACQ-JAY;Ile de France;PSPH/EBNL;1;B;91;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;Non concerné (non comparable);Non concerné (non comparable);Non concerné (non comparable);A;95%;Non concerné (non comparable);1;C;58;Non concerné (non comparable);A;91%;Non concerné (non comparable);A;86;1;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
310794417;310794417;CENTRE NÉPHROLOGIQUE D'OCCITANIE;Occitanie;Privé;1;A;142;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
100007285;100007285;CENTRE DE REEDUCATION FONCTIONNELLE;Grand Est;Privé;1;C;46;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;A;100;Non concerné (non comparable);B;88%;Non concerné (non comparable);A;99;-1;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
580780039;580780039;C.H. DE L'AGGLOMÉRATION DE NEVERS;Bourgogne-Franche-Comté;CH;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;11;Non Applicable;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité)
150000032;150780088;CH DE SAINT-FLOUR;Auvergne-Rhône-Alpes;CH;1;C;43;Non Applicable;Non concerné;Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;31;Non concerné (non comparable);B;87%;Non concerné (non comparable);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);Non concerné (pas d'activité);1;C;60;Non concerné (non comparable);0.0;0
