finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_ajust;score_all_ajust;classement;evolution;score_AVH_ajust;nb_rep_score_AVH_ajust;score_ACC_ajust;nb_rep_score_ACC_ajust;score_PEC_ajust;nb_rep_score_PEC_ajust;score_CER_ajust;nb_rep_score_CER_ajust;score_OVS_ajust;nb_rep_score_OVS_ajust;taux_reco_brut;nb_reco_brut
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100075;HU SAINT LOUIS SITE SAINT LOUIS APHP;Ile de France;1- Obligatoire;1- Oui;549;74,67;C;4-Non calculable;76,61;549;79,1;549;83,06;549;70,2;549;65,69;549;65,5;548
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100091;HU EST PARISIEN SITE ST ANTOINE APHP;Ile de France;1- Obligatoire;1- Oui;593;77,93;B;4-Non calculable;81,4;593;79,3;593;85,21;593;70,85;593;71,84;593;68,6;590
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100109;HU EST PARISIEN SITE TROUSSEAU APHP;Ile de France;1- Obligatoire;1- Oui;311;72,56;D;4-Non calculable;77,29;311;73,46;311;78,32;311;64,65;311;68,53;311;62,7;311
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100125;HU PITIE SALPETRIERE APHP;Ile de France;1- Obligatoire;1- Oui;1074;79,1;B;4-Non calculable;81,83;1074;82,26;1074;84,71;1074;71,29;1074;74,22;1074;76,4;1074
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100166;HU PARIS CENTRE SITE COCHIN APHP;Ile de France;1- Obligatoire;1- Oui;1541;75,2;C;4-Non calculable;78,32;1541;77,86;1541;82,85;1541;68,53;1541;68,13;1541;69;1537
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100208;HU NECKER ENFANTS MALADES APHP;Ile de France;1- Obligatoire;1- Oui;488;75,96;C;4-Non calculable;83,02;488;75,67;488;77,78;488;63,83;488;75,74;488;73,8;488
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100232;HU PARIS NORD SITE BICHAT APHP;Ile de France;1- Obligatoire;1- Oui;226;74,3;C;4-Non calculable;75,39;226;77,43;226;82,1;226;64,9;226;69,19;226;55,6;225
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750100273;HU EST PARISIEN SITE TENON APHP;Ile de France;1- Obligatoire;1- Oui;256;72,18;D;4-Non calculable;73,15;256;76,67;256;80,44;256;65,77;256;64,57;256;52,5;255
750150013;HOPITAL PIERRE ROUQUES LES BLUETS;750150013;HOPITAL PIERRE ROUQUES LES BLUETS;Ile de France;1- Obligatoire;1- Oui;330;70,74;D;2-Stable;70,66;330;78,33;330;79,59;330;63,38;330;62,51;330;56,7;330
750150104;INSTITUT MUTUALISTE MONTSOURIS;750150104;INSTITUT MUTUALISTE MONTSOURIS;Ile de France;1- Obligatoire;1- Oui;1588;77,97;B;2-Stable;78,1;1588;81,22;1588;84,93;1588;72,63;1588;72,7;1588;80;1587
750006728;GROUPE HOSPITALIER DIACONESSES-CROIX SAINT-SIMON;750150237;HOPITAL DE LA CROIX SAINT SIMON;Ile de France;1- Obligatoire;1- Oui;911;79,5;B;2-Stable;82,72;911;83,99;911;83,6;911;71,67;911;75,07;911;80,4;911
750006728;GROUPE HOSPITALIER DIACONESSES-CROIX SAINT-SIMON;750150260;HOPITAL DES DIACONESSES;Ile de France;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
750160012;SECTION MEDICALE ET HOSPITALIERE DE L'INSTITUT CURIE;750160012;CLCC  INSTITUT CURIE;Ile de France;1- Obligatoire;1- Oui;1211;77,39;B;2-Stable;78,41;1211;83,8;1211;83,4;1211;70,34;1211;71;1211;79,3;1210
750300014;CLINIQUE MEDICO-CHIRURGICALE DU LOUVRE;750300014;CLINIQUE MEDICO CHIRURGICALE DU LOUVRE;Ile de France;1- Obligatoire;1- Oui;634;72,35;D;2-Stable;78,72;634;79,4;634;83,1;634;69,3;634;56,84;634;52,2;634
750300071;CLINIQUE GEOFFROY SAINT-HILAIRE;750300071;CLINIQUE GEOFFROY SAINT HILAIRE;Ile de France;1- Obligatoire;1- Oui;1204;70,68;D;2-Stable;73,12;1204;76,19;1204;81,68;1204;65,02;1204;59,61;1204;54,7;1197
750300089;CLINIQUE PARIS V;750300089;CLINIQUE DU SPORT;Ile de France;1- Obligatoire;1- Oui;619;80,94;A;2-Stable;83,32;619;83,02;619;86,31;619;78,26;619;75,18;619;75,6;618
750300097;INSTITUT ARTHUR VERNES;750300097;INSTITUT ARTHUR VERNES;Ile de France;1- Obligatoire;1- Oui;726;78,43;B;1-Diminution;81,21;726;80,7;726;83,23;726;69,74;726;75,4;726;73,2;725
750300121;FONDATION SAINT JEAN DE DIEU - CLINIQUE OUDINOT;750300121;FOND ST JEAN DE DIEU CLINIQUE OUDINOT;Ile de France;1- Obligatoire;1- Oui;823;82,66;A;2-Stable;85,88;823;85,59;823;87,72;823;71,6;823;79,69;823;77,9;823
750300139;CLINIQUE DE L'ALMA;750300139;CLINIQUE DE L ALMA;Ile de France;1- Obligatoire;1- Oui;663;72,67;D;1-Diminution;76,18;663;76,35;663;83,14;663;71,53;663;60,69;663;57,2;663
750300154;MAISON DE CHIRURGIE CLINIQUE TURIN;750300154;CLINIQUE TURIN;Ile de France;1- Obligatoire;1- Oui;544;74,56;C;2-Stable;79,64;544;76,82;544;80,7;544;65,77;544;69;544;56,8;542
750300360;HOPITAL PRIVE DES PEUPLIERS;750300360;HOPITAL PRIVE DES PEUPLIERS;Ile de France;1- Obligatoire;1- Oui;1113;68,14;D;2-Stable;72,55;1113;71,74;1113;78,67;1113;64,57;1113;56,16;1113;45,5;1110
750300410;CLINIQUE JEANNE D'ARC;750300410;CLINIQUE JEANNE D ARC;Ile de France;1- Obligatoire;1- Oui;230;71,12;D;2-Stable;73,16;230;76,4;230;82,44;230;71,5;230;57,56;230;47,2;229
750300493;CLINIQUE ARAGO CHIRURGIE OSTEO-ARTICULAIRE & VERTEBRALE ARTH;750300493;CLINIQUE ARAGO;Ile de France;1- Obligatoire;1- Oui;67;82,47;A;4-Non calculable;83,83;67;84,72;67;88,32;67;80,38;67;76,31;67;80,6;67
750300550;CLINIQUE SAINTE GENEVIEVE;750300550;CLINIQUE SAINTE GENEVIEVE;Ile de France;1- Obligatoire;1- Oui;609;72,3;D;2-Stable;74,07;609;77,53;609;81,9;609;69,98;609;61,12;609;52;606
750300592;CLINIQUE BLOMET;750300592;CLINIQUE BLOMET;Ile de France;1- Obligatoire;1- Oui;660;76,75;B;3-Amélioration;80,95;660;79,13;660;85,01;660;74,97;660;67,04;660;58,1;658
750300741;CLINIQUE CHIRURGICALE VICTOR HUGO;750300741;CLINIQUE CHIRURGICALE VICTOR HUGO;Ile de France;1- Obligatoire;1- Oui;998;73,05;D;1-Diminution;76,38;998;78,58;998;84,02;998;71,68;998;59,52;998;58,9;997
750300766;CLINIQUE BIZET;750300766;CLINIQUE BIZET;Ile de France;1- Obligatoire;1- Oui;233;75,27;C;3-Amélioration;80,64;233;79,08;233;84,97;233;73,03;233;63,65;233;65,2;233
750300774;CLINIQUE JOUVENET;750300774;CLINIQUE JOUVENET;Ile de France;1- Obligatoire;1- Oui;1168;79,77;A;2-Stable;82,96;1168;82,08;1168;86,4;1168;75,14;1168;72,95;1168;74,2;1163
750300840;CLINIQUE DE LA MUETTE;750300840;CLINIQUE DE LA MUETTE;Ile de France;1- Obligatoire;1- Oui;352;74,71;C;2-Stable;74,68;352;81,04;352;84,13;352;73,33;352;64,06;352;63,2;351
750300857;CLINIQUE REMUSAT;750300857;CLINIQUE REMUSAT;Ile de France;1- Obligatoire;1- Oui;131;80,99;A;4-Non calculable;82,42;131;83,66;131;85,78;131;76,36;131;76,7;131;70,8;130
750300881;CLINIQUE CHIRURGICALE DU TROCADERO;750300881;CLINIQUE CHIRURGICALE DU TROCADERO;Ile de France;1- Obligatoire;1- Oui;679;71,61;D;2-Stable;75,64;679;75,91;679;81,32;679;71,63;679;58,97;679;52,5;678
750300915;CLINIQUE INTERNATIONALE DU PARC MONCEAU;750300915;CLINIQUE INTERNATIONALE PARC MONCEAU;Ile de France;1- Obligatoire;1- Oui;841;76,34;C;1-Diminution;80,77;841;82,2;841;84,74;841;72,14;841;65,15;841;66,2;839
750300931;CLINIQUE SAINTE-THERESE DE L'ENFANT JESUS;750300931;CLINIQUE STE THERESE;Ile de France;2- Facultatif;1- Oui;57;78,05;B;4-Non calculable;81,18;57;81,26;57;83,48;57;76,1;57;70,42;57;66,7;57
750301137;CLINIQUE CHIRURGICALE ALLERAY-LABROUSTE;750301137;CLINIQUE CHIRURG ALLERAY LABROUSTE;Ile de France;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
750301145;CLINIQUE DU MONT-LOUIS;750301145;CLINIQUE DU MONT LOUIS;Ile de France;1- Obligatoire;1- Oui;1549;70,29;D;2-Stable;75,75;1549;75,22;1549;79,7;1549;63;1549;59,48;1549;44,5;1541
750301160;CLINIQUE MAUSSINS-NOLLET;750301160;CLINIQUE MAUSSINS NOLLET;Ile de France;1- Obligatoire;1- Oui;433;78,01;B;1-Diminution;79,72;433;78,28;433;84,5;433;72,86;433;73,56;433;64,9;433
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750803447;HU PARIS OUEST SITE G POMPIDOU APHP;Ile de France;1- Obligatoire;1- Oui;293;74,75;C;1-Diminution;78,2;293;76,98;293;83,19;293;68,37;293;67,18;293;70,4;291
750712184;ASSISTANCE PUBLIQUE-HOPITAUX DE PARIS (AP-HP);750803454;HU ROBERT DEBRE APHP;Ile de France;1- Obligatoire;1- Oui;91;71,33;D;4-Non calculable;75,06;91;74,29;91;76,39;91;62,44;91;67,43;91;58,2;91
760780023;CENTRE HOSPITALIER DE DIEPPE;760000018;CH DIEPPE;Normandie;1- Obligatoire;2- Non;;;NV;;;;;;;;;;;;;
760780239;CENTRE HOSPITALIER UNIVERSITAIRE ROUEN;760000158;HOPITAL CHARLES NICOLLE CHU ROUEN;Normandie;1- Obligatoire;1- Oui;110;77,71;B;2-Stable;82,9;110;82,69;110;83,18;110;71,5;110;70,11;110;70,9;110
760000166;CENTRE REGIONAL LUTTE CONTRE CANCER HENRI BECQUEREL ROUEN;760000166;CRLCC HENRI BECQUEREL ROUEN;Normandie;1- Obligatoire;1- Oui;280;84,15;A;2-Stable;86,72;280;88,26;280;87,47;280;75,71;280;81,01;280;92,1;280
760780262;CENTRE HOSPITALIER DU BELVEDERE DE MONT-SAINT-AIGNAN;760000182;CH DU BELVEDERE MONT-SAINT-AIGNAN;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
760780742;CENTRE HOSPITALIER INTERCOMMNUNAL CAUX VALLEE DE SEINE;760000372;CH LILLEBONNE CHI CAUX VALLEE DE SEINE;Normandie;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
760024042;CHI ELBEUF-LOUVIERS VAL DE REUIL;760000463;CH LES FEUGRAIS CHI ELBEUF;Normandie;1- Obligatoire;1- Oui;207;79,03;B;2-Stable;80,09;207;82,01;207;83,19;207;76,56;207;74,32;207;67;206
760021329;HOPITAL PRIVE DE L'ESTUAIRE;760021329;HOPITAL PRIVE DE L'ESTUAIRE;Normandie;1- Obligatoire;1- Oui;1142;75,67;C;2-Stable;79,58;1142;80,15;1142;83,69;1142;74,45;1142;64,93;1142;62,1;1141
760025312;CLINIQUE MATHILDE SA CLINIQUE ST ROMAIN ROUEN RIVE GAUCHE;760025312;CLINIQUE MATHILDE ROUEN;Normandie;1- Obligatoire;1- Oui;1095;75,46;C;4-Non calculable;75,73;1095;80,18;1095;82,88;1095;75,74;1095;66,63;1095;69;1093
760027292;CLINIQUE MEGIVAL;760027292;CLINIQUE MEGIVAL;Normandie;1- Obligatoire;1- Oui;580;77,99;B;2-Stable;79,34;580;81,74;580;82,75;580;77,14;580;71,6;580;64;580
760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;760780205;CLINIQUE ST ANTOINE BOIS GUILLAUME;Normandie;1- Obligatoire;1- Oui;569;79,57;B;2-Stable;81,34;569;81,85;569;84,52;569;77,92;569;74,13;569;73,8;569
760780510;CLINIQUE DU CEDRE;760780510;CLINIQUE DU CEDRE;Normandie;1- Obligatoire;1- Oui;580;80,53;A;2-Stable;84,58;580;81,78;580;85,43;580;76,66;580;75,04;580;79;577
760780619;CLINIQUE SAINT-HILAIRE ROUEN;760780619;CLINIQUE SAINT-HILAIRE ROUEN;Normandie;1- Obligatoire;1- Oui;833;74,22;C;2-Stable;81,9;833;79,21;833;80,52;833;62,44;833;66,83;833;61,3;832
760780668;CLINIQUE CHIRURGICALE D'YVETOT;760780668;CLINIQUE HEMERA PAYS DE CAUX;Normandie;1- Obligatoire;1- Oui;93;81,66;A;2-Stable;82,07;93;85,98;93;84,2;93;81,89;93;77,03;93;82,6;92
760780783;CLINIQUE TOUS VENTS LILLEBONNE;760780783;CLINIQUE TOUS VENTS LILLEBONNE;Normandie;1- Obligatoire;1- Oui;158;75,81;C;4-Non calculable;80,84;158;81;158;82,41;158;72,48;158;65,93;158;54,8;157
760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;760780791;CLINIQUE LES ORMEAUX-VAUBAN LE HAVRE;Normandie;1- Obligatoire;1- Oui;155;74,2;C;2-Stable;77,51;155;78,74;155;82,3;155;77,69;155;61,38;155;61,3;155
760780825;CLINIQUE DE L'ABBAYE FECAMP;760780825;CLINIQUE DE L'ABBAYE FECAMP;Normandie;1- Obligatoire;1- Oui;211;77,35;B;4-Non calculable;78,7;211;82,53;211;83,3;211;79,02;211;67,98;211;60,5;210
760780726;CENTRE HOSPITALIER DU HAVRE;760805770;HOPITAL JACQUES MONOD CH LE HAVRE;Normandie;1- Obligatoire;1- Oui;112;76,94;B;2-Stable;78,83;112;80,65;112;81,61;112;71,9;112;72,22;112;51,8;112
760921809;CLINIQUE DE L'EUROPE ROUEN;760921809;CLINIQUE DE L'EUROPE ROUEN;Normandie;1- Obligatoire;1- Oui;1541;75,19;C;2-Stable;81,12;1541;78,12;1541;80,83;1541;66,75;1541;69,13;1541;63,2;1536
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770000131;CH DE COULOMMIERS;Ile de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000149;CH DE FONTAINEBLEAU;Ile de France;1- Obligatoire;1- Oui;98;78,28;B;4-Non calculable;80,15;98;79,81;98;85,2;98;74,14;98;72,57;98;55,1;98
770110054;CENTRE HOSPITALIER MARC JACQUET  MELUN;770000156;CH DE MELUN SITE SANTEPOLE;Ile de France;1- Obligatoire;1- Oui;108;70,52;D;4-Non calculable;73,89;108;74,26;108;78,27;108;64,78;108;62,5;108;42,6;108
770021152;CENTRE HOSPITALIER SUD SEINE ET MARNE;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;Ile de France;1- Obligatoire;1- Oui;69;73,98;C;2-Stable;78,43;69;77,67;69;83,03;69;68,84;69;64,14;69;54,4;68
770110070;CENTRE HOSPITALIER LEON BINET DE PROVINS;770000172;CH DE PROVINS LEON BINET;Ile de France;1- Obligatoire;1- Oui;49;73,6;C;4-Non calculable;78,89;49;80,22;49;83,26;49;65,99;49;61,45;49;44,9;49
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770000446;CH DE MEAUX  SITE SAINT FARON;Ile de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
770021145;GRAND HOPITAL DE L'EST FRANCILIEN;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;Ile de France;1- Obligatoire;1- Oui;41;72,77;D;4-Non calculable;73,8;41;75;41;79,88;41;70,17;41;66,88;41;41,5;41
770300010;HOPITAL PRIVE DE MARNE CHANTEREINE (H.P.M.C.);770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;Ile de France;1- Obligatoire;1- Oui;399;70,13;D;2-Stable;72,89;399;75,51;399;78,92;399;62,63;399;61,56;399;49,6;397
770300135;CLINIQUE MEDICO CHIRURGICALE LES FONTAINES;770300135;CLINIQUE MEDICO CHIRURG LES FONTAINES;Ile de France;1- Obligatoire;1- Oui;423;73,89;C;2-Stable;76,95;423;77,44;423;80,39;423;68,43;423;67,08;423;57,5;421
770300143;SOCIETE ANONYME POLYCLINIQUE SAINT JEAN;770300143;CLINIQUE SAINT JEAN L ERMITAGE;Ile de France;1- Obligatoire;1- Oui;1084;78,62;B;3-Amélioration;80,41;1084;80,11;1084;83,44;1084;75,5;1084;74,13;1084;72;1082
770300192;SOCIETE ANONYME CLINIQUE SAINTE-BRICE;770300192;CLINIQUE SAINT BRICE;Ile de France;1- Obligatoire;1- Oui;54;72,23;D;1-Diminution;73,08;54;78,2;54;80,99;54;65,46;54;63,69;54;53,7;54
770300275;POLYCLINIQUE DE LA FORET;770300275;POLYCLINIQUE DE LA FORET;Ile de France;1- Obligatoire;1- Oui;212;72,33;D;1-Diminution;76,04;212;77,65;212;80,01;212;67,59;212;63,25;212;54,7;212
770790707;CLINIQUE DE TOURNAN;770790707;CLINIQUE DE TOURNAN;Ile de France;1- Obligatoire;1- Oui;407;72,74;D;1-Diminution;77,69;407;78,21;407;80,97;407;69,15;407;61,53;407;53,4;406
770813400;CLINIQUE MEDICO-CHIRURGICALE SAINT-FARON;770813400;CLINIQUE MEDICO CHIRURGICALE ST FARON;Ile de France;1- Obligatoire;1- Oui;235;73,69;C;3-Amélioration;79,34;235;78,6;235;82,38;235;71,11;235;61,74;235;63,4;235
780110011;CH FRANCOIS QUESNAY    MANTES LA JOLIE;780000287;CH FRANCOIS QUESNAY MANTES;Ile de France;1- Obligatoire;1- Oui;48;76,61;B;4-Non calculable;80,34;48;79,41;48;81,97;48;71,17;48;71,11;48;70,8;48
780002697;CH INTERCOMM MEULAN-LES MUREAUX;780000295;CHI DE MEULAN LES MUREAUX;Ile de France;1- Obligatoire;1- Oui;365;77,42;B;2-Stable;81,92;365;84,16;365;84,11;365;68,66;365;69,33;365;67,1;365
780001236;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;Ile de France;1- Obligatoire;1- Oui;82;75,33;C;4-Non calculable;80,44;82;75,01;82;82,18;82;65,18;82;70,8;82;62,2;82
780110052;CENTRE HOSPITALIER DE RAMBOUILLET;780000329;CH DE RAMBOUILLET;Ile de France;1- Obligatoire;1- Oui;191;76,42;C;2-Stable;79,86;191;78,24;191;81,81;191;70,97;191;71,46;191;54,2;190
780001236;CENTRE HOSPITALIER INTERCOMMUNAL POISSY ST-GERMAIN EN LAYE;780000337;CHI POISSY ST GERMAIN SITE ST GERMAIN;Ile de France;1- Obligatoire;1- Oui;162;76,88;B;3-Amélioration;81,77;162;77,99;162;83,77;162;67,37;162;72,16;162;58;162
780018727;CLINIQUE SAINT GERMAIN;780018727;CLINIQUE SAINT GERMAIN;Ile de France;1- Obligatoire;1- Oui;249;77,66;B;2-Stable;79,99;249;79,81;249;84,32;249;77,71;249;69,41;249;70,6;248
780300125;POLYCLINIQUE DE LA REGION MANTAISE;780300125;POLYCLINIQUE REGION MANTAISE;Ile de France;1- Obligatoire;1- Oui;334;69,19;D;2-Stable;74,49;334;75,97;334;78,5;334;66,11;334;55,98;334;49,1;334
780300208;CLINIQUE SAINT LOUIS;780300208;CLINIQUE SAINT LOUIS;Ile de France;1- Obligatoire;1- Oui;759;74,73;C;4-Non calculable;75,36;759;75,94;759;81,44;759;73,78;759;68,83;759;54,5;758
780300323;HOPITAL PRIVE DE VERSAILLES FRANCISCAINES;780300323;HOPITAL PRIVE FRANCISCAINES;Ile de France;1- Obligatoire;1- Oui;567;72,61;D;2-Stable;74,06;567;74,86;567;80,38;567;69,77;567;65,26;567;51,5;567
780300364;HOPITAL PRIVE DE VERSAILLES SITE LA MAYE;780300364;HOPITAL PRIVE DE VERSAILLES LA MAYE;Ile de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
780300406;HOPITAL PRIVE DE PARLY II;780300406;HOPITAL PRIVE DE PARLY II;Ile de France;1- Obligatoire;1- Oui;1226;72,72;D;2-Stable;75,09;1226;75,39;1226;81,58;1226;66,81;1226;65,19;1226;58,6;1225
780300414;CENTRE HOSPITALIER PRIVE DE L'EUROPE;780300414;CH PRIVE DE L EUROPE;Ile de France;1- Obligatoire;1- Oui;1779;72,1;D;2-Stable;75,6;1779;76,47;1779;81,81;1779;65,27;1779;62,68;1779;55,3;1773
780300422;HOPITAL PRIVE DE L'OUEST PARISIEN;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;Ile de France;1- Obligatoire;1- Oui;957;73,46;C;2-Stable;76,22;957;75,69;957;81,86;957;66,73;957;66,5;957;58,8;956
780300455;CENTRE HOSPITALIER PRIVE DU MONTGARDE;780300455;CH PRIVE DU MONTGARDE;Ile de France;1- Obligatoire;1- Oui;605;72,21;D;2-Stable;74,24;605;76,96;605;79,78;605;65,82;605;64,89;605;56,9;603
780110078;CENTRE HOSPITALIER  DE VERSAILLES;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;Ile de France;1- Obligatoire;1- Oui;31;80,65;A;4-Non calculable;89,22;31;84,79;31;87,25;31;65,83;31;74,11;31;64,5;31
790000012;CENTRE HOSPITALIER DE NIORT;790000087;CENTRE HOSPITALIER DE NIORT;Nouvelle Aquitaine;1- Obligatoire;1- Oui;57;79;B;1-Diminution;81,19;57;82,26;57;84,67;57;68,84;57;75,24;57;70,2;57
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790003537;SITE HOSPITALIER DE THOUARS;Nouvelle Aquitaine;1- Obligatoire;2- Non;;;NR;;;;;;;;;;;;;
790009948;POLYCLINIQUE D'INKERMANN;790009948;POLYCLINIQUE D'INKERMANN;Nouvelle Aquitaine;1- Obligatoire;1- Oui;1249;77,03;B;3-Amélioration;80,54;1249;79,15;1249;83,26;1249;76,06;1249;69,17;1249;62,8;1247
790006654;CTRE HOSPIT. NORD DEUX-SEVRES;790019848;SITE HOSPITALIER FAYE L'ABBESSE;Nouvelle Aquitaine;1- Obligatoire;1- Oui;178;76,32;C;4-Non calculable;78,43;178;80,01;178;82,01;178;70,39;178;70,6;178;73,6;178
800000028;CENTRE HOSPITALIER D'ABBEVILLE;800000143;CH ABBEVILLE;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
800000093;CENTRE HOSPITALIER DE PERONNE;800000432;CH PÉRONNE;Hauts de France;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
800002503;SA CLINIQUE SAINTE ISABELLE;800002503;SA CLINIQUE SAINTE ISABELLE;Hauts de France;1- Obligatoire;1- Oui;122;79,36;B;4-Non calculable;79,3;122;80,84;122;83,57;122;77,22;122;76,07;122;72,1;122
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;800006124;CHU AMIENS SALOUËL;Hauts de France;1- Obligatoire;1- Oui;560;73,65;C;2-Stable;72,85;560;78,17;560;78,8;560;65,98;560;70,75;560;59,6;560
800009466;POLYCLINIQUE DE PICARDIE;800009466;POLYCLINIQUE DE PICARDIE;Hauts de France;1- Obligatoire;1- Oui;290;77,87;B;2-Stable;77,93;290;82,63;290;84,75;290;79,78;290;68,65;290;68,9;289
800009920;GROUPE SANTE VICTOR PAUCHET;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;Hauts de France;1- Obligatoire;1- Oui;379;75,89;C;1-Diminution;80,77;379;79,69;379;81,91;379;73,99;379;66,48;379;63,9;379
800015729;SAS DE CARDIOLOGIES ET URGENCES;800015729;SAS DE CARDIOLOGIES ET URGENCES;Hauts de France;2- Facultatif;1- Oui;;;DI;;;;;;;;;;;;;
800000044;CENTRE HOSPITALIER UNIVERSITAIRE D'AMIENS;800017253;CHU AMIENS IOP;Hauts de France;1- Obligatoire;1- Oui;31;80,58;A;4-Non calculable;83,25;31;84,87;31;87,32;31;80,78;31;71,17;31;80,6;31
800018491;IOP SOPP AMIENS;800018491;IOP SOPP AMIENS;Hauts de France;1- Obligatoire;1- Oui;46;79,75;A;4-Non calculable;78,82;46;83,26;46;82,73;46;80,6;46;75,35;46;82,6;46
810000224;CENTRE MEDICO CHIRUGICAL ET OBSTETRICAL CLAUDE BERNARD;810000224;CL CLAUDE BERNARD;Occitanie;1- Obligatoire;1- Oui;138;74,65;C;2-Stable;77,1;138;79,75;138;83,08;138;73,73;138;63,89;138;71;138
810000331;CENTRE HOSPITALIER D'ALBI;810000505;CH ALBI;Occitanie;1- Obligatoire;1- Oui;358;77,53;B;4-Non calculable;82,19;358;82,34;358;83,65;358;67,2;358;71,43;358;65,1;358
810000380;HOPITAL DU PAYS D'AUTAN - CHIC CASTRES MAZAMET;810000521;CHI CASTRES MAZAMET SITE AUTAN CASTRES;Occitanie;1- Obligatoire;1- Oui;299;78,3;B;1-Diminution;80,21;299;82,52;299;83,62;299;72,98;299;72,85;299;68,8;298
810000455;CENTRE HOSPITALIER DE LAVAUR;810000562;CH LAVAUR;Occitanie;2- Facultatif;1- Oui;49;78,24;B;4-Non calculable;80,05;49;82,28;49;84,88;49;69,89;49;72,82;49;67,3;49
810101170;CLINIQUE TOULOUSE LAUTREC;810101170;CL TOULOUSE LAUTREC;Occitanie;1- Obligatoire;1- Oui;306;74,41;C;3-Amélioration;76,1;306;80,53;306;83,23;306;70,44;306;64,33;306;58,8;306
810101444;POLYCLINIQUE DU SIDOBRE;810101444;POLYCL DU SIDOBRE;Occitanie;1- Obligatoire;1- Oui;140;76,38;C;3-Amélioration;76,91;140;81,22;140;83,26;140;74,09;140;68,96;140;65,7;140
820000016;CENTRE HOSPITALIER DE MONTAUBAN;820000032;CH DE MONTAUBAN;Occitanie;1- Obligatoire;1- Oui;;;DI;;;;;;;;;;;;;
820000040;CLINIQUE CROIX ST MICHEL;820000040;CL CROIX ST MICHEL;Occitanie;1- Obligatoire;1- Oui;314;72,65;D;1-Diminution;74,66;314;79,33;314;80,91;314;69,35;314;62,36;314;53,8;314
820000057;CLINIQUE DU PONT DE CHAUME;820000057;CL DU PONT DE CHAUME;Occitanie;1- Obligatoire;1- Oui;210;74,78;C;3-Amélioration;78,36;210;78,55;210;84,02;210;73,55;210;63,28;210;53,4;208
820000065;CLINIQUE DU DOCTEUR CAVE;820000065;CL DU DR HONORE CAVE;Occitanie;1- Obligatoire;1- Oui;629;74,84;C;2-Stable;77,92;629;79,14;629;81,8;629;72,64;629;65,85;629;68,2;628
820004950;CENTRE HOSPITALIER INTERCOMMUNAL CASTELSARRASIN-MOISSAC;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;Occitanie;1- Obligatoire;1- Oui;164;79,75;A;2-Stable;80,55;164;84,82;164;85,69;164;78,23;164;72,28;164;75;164
830100517;CENTRE HOSPITALIER JEAN MARCEL DE BRIGNOLES;830000279;CH JEAN MARCEL DE BRIGNOLES;PACA;1- Obligatoire;1- Oui;188;77,79;B;4-Non calculable;79,99;188;82,36;188;83,47;188;64,61;188;74,91;188;67,6;188
830100525;CENTRE HOSPITALIER DE LA DRACENIE DE DRAGUIGNAN;830000287;CH LA DRACENIE DE DRAGUIGNAN;PACA;1- Obligatoire;1- Oui;;;NV;;;;;;;;;;;;;
