raison_sociale;libelle_region;cat;finess;Sources;tdp_c_den_etbt;tdp_c_etbt;tdp_c_icbas_etbt;tdp_c_ichaut_etbt;dec_c_den_etbt;dec_c_etbt;dec_c_icbas_etbt;dec_c_ichaut_etbt;trd_c_den_etbt;trd_c_etbt;trd_c_icbas_etbt;trd_c_ichaut_etbt;dtn1_c1_den_etbt;dtn1_c1_etbt;dtn1_c1_icbas_etbt;dtn1_c1_ichaut_etbt
CHI DE LA HAUTE-SAÔNE;Franche Comté;CH;700004591;2013;80;84.05;81.55;86.54;80;93.75;86;98;80;51.25;40;63;80;85;75;92
CH DU VAL DE SAÔNE GRAY;Franche Comté;CH;700780026;2013;49;84.88;82.68;87.08;46;84.78;71;94;49;100;100;100;49;97.96;89;99
CRF BRETEGNIER HERICOURT;Franche Comté;Privé;700780042;2013;71;95.12;93.18;97.07;71;97.18;90;99;71;95.77;88;99;71;92.96;84;98
CRF DE NAVENNE;Franche Comté;Privé;700784887;2013;80;86.31;84.22;88.41;80;88.75;80;95;80;96.25;89;99;80;91.25;83;97
CENTRE SSR DU CHALONNAIS;Bourgogne;Privé;710002569;2013;80;79.68;77.42;81.94;80;86.25;77;93;80;7.5;3;16;80;100;100;100
POLYCLINIQUE DU VAL DE SAONE;Bourgogne;Privé;710006859;2013;80;75.7;75.04;76.36;80;93.75;86;98;80;100;100;100;80;98.75;93;99
SARL LA ROSERAIE;Bourgogne;Privé;710780081;2013;80;97.21;96.31;98.11;80;95;88;99;80;92.5;84;97;80;95;88;99
CH CENTRE MÉDICAL LA GUICHE;Bourgogne;CH;710780156;2013;80;89.92;87.63;92.2;80;80;70;88;80;78.75;68;87;80;95;88;99
HOPITAL LOCAL LOUHANS;Bourgogne;CH;710780214;2013;80;71.24;68.16;74.32;80;46.25;35;58;80;75;64;84;80;93.75;86;98
"C.H.G. ""LES CHANAUX""";Bourgogne;CH;710780263;2013;80;92.69;91.18;94.21;80;98.75;93;99;80;68.75;57;79;80;40;29;52
HOPITAL LOCAL DE MARCIGNY;Bourgogne;CH;710780438;2013;79;78.77;77.36;80.17;74;72.97;61;83;79;100;100;100;77;92.21;84;97
CENTRE HOSPITALIER DE PARAY;Bourgogne;CH;710780644;2013;80;87.47;84.45;90.49;79;98.73;93;99;80;100;100;100;80;25;16;36
CENTRE HOSPITALIER WILLIAM MOREY;Bourgogne;CH;710780958;2013;80;96.04;95.07;97.01;80;97.5;91;99;80;100;100;100;80;100;100;100
CENTRE HOSPITALIER DE CHAROLLES;Bourgogne;CH;710781014;2013;80;71.31;68.87;73.76;80;72.5;61;82;80;100;100;100;80;80;70;88
HOPITAL LOCAL CLUNY;Bourgogne;CH;710781089;2013;80;73.37;70.97;75.76;74;71.62;60;82;80;65;53;75;80;67.5;56;78
CMPR MARDOR;Bourgogne;Privé;710781139;2013;80;78.02;76.27;79.77;80;40;29;52;80;61.25;50;72;80;81.25;71;89
CENTRE DE CONVALESCENCE TOULON-SUR-ARROUX;Bourgogne;CH;710781345;2013;80;62.75;60.56;64.93;80;65;53;75;80;96.25;89;99;80;63.75;52;74
HOPITAL LOCAL BELNAY;Bourgogne;CH;710781360;2013;80;81.07;78.11;84.02;80;52.5;41;64;80;95;88;99;80;88.75;80;95
HOPITAL LOCAL DE TRAMAYES;Bourgogne;CH;710781386;2013;80;57.14;55.11;59.17;80;18.75;11;29;80;1.25;0;7;80;86.25;77;93
HOPITAL D'AUTUN;Bourgogne;CH;710781451;2013;77;85.97;83.91;88.04;60;96.67;88;99;77;88.31;79;95;74;86.49;76;93
CRF LE BOURBONNAIS;Bourgogne;ESPIC/EBNL;710781535;2013;73;96.82;95.72;97.93;72;88.89;79;95;73;100;100;100;73;97.26;90;99
C. H. ALIGRE BOURBON-LANCY;Bourgogne;CH;710781568;2013;80;68.53;65.41;71.64;80;72.5;61;82;80;16.25;9;26;80;67.5;56;78
CTRE ORTHOPEDIQUE MEDICO-CHIR;Bourgogne;Privé;710781824;2013;80;95.08;93.65;96.51;80;93.75;86;98;80;100;100;100;80;86.25;77;93
SIH CH MONTCEAU-LES-MINES;Bourgogne;CH;710976705;2013;80;79.63;77.42;81.85;80;93.75;86;98;80;95;88;99;80;88.75;80;95
MAISON REPOS ET CONVALESCENCE;Bourgogne;Privé;710977075;2013;80;72.4;70.89;73.91;80;98.75;93;99;80;28.75;19;40;80;18.75;11;29
LA VARENNE;Bourgogne;Privé;710977307;2013;80;97.96;97.03;98.9;80;97.5;91;99;80;96.25;89;99;80;95;88;99
HOTEL-DIEU DU CREUSOT;Bourgogne;ESPIC/EBNL;710978347;2013;80;82.47;80.05;84.89;80;97.5;91;99;80;56.25;45;67;80;41.25;30;53
CENTRE HOSPITALIER LE MANS;Pays de la Loire;CH;720000025;2013;80;94.02;92.35;95.7;79;96.2;89;99;80;38.75;28;50;80;75;64;84
CTRE HOSPITALIER CHATEAU DU LOIR;Pays de la Loire;CH;720000066;2013;80;81.9;81.06;82.74;80;100;100;100;80;70;59;80;80;70;59;80
HOPITAL LOCAL LE LUDE;Pays de la Loire;CH;720000090;2013;80;89.73;87.92;91.54;80;73.75;63;83;80;83.75;74;91;80;77.5;67;86
CENTRE HOSPITALIER SAINT-CALAIS;Pays de la Loire;CH;720000140;2013;80;75.68;73.42;77.94;80;88.75;80;95;80;65;53;75;80;88.75;80;95
CENTRE MEDICAL GEORGES COULON;Pays de la Loire;ESPIC/EBNL;720000389;2013;80;95.61;94.37;96.85;80;91.25;83;97;80;72.5;61;82;80;83.75;74;91
CENTRE MEDICAL F. GALLOUEDEC;Pays de la Loire;ESPIC/EBNL;720000413;2013;80;80.23;77.24;83.23;80;30;20;41;80;53.75;42;65;80;76.25;65;85
CENTRE READAPT FONCT L'ARCHE;Pays de la Loire;ESPIC/EBNL;720000744;2013;64;82.56;80;85.12;64;57.81;45;70;64;93.75;85;98;55;72.73;59;84
HOPITAL LOCAL BONNETABLE;Pays de la Loire;CH;720002062;2013;65;77.63;74.61;80.65;64;43.75;31;57;65;81.54;70;90;62;88.71;78;95
CTRE HOSPITALIER  FERTE BERNARD;Pays de la Loire;CH;720006022;2013;80;72.56;69.16;75.95;80;92.5;84;97;80;97.5;91;99;80;85;75;92
HL LES TILLEULS SILLE LE GUILLAUME;Pays de la Loire;CH;720007244;2013;73;83.19;79.97;86.41;67;73.13;61;83;73;93.15;85;98;69;86.96;77;94
CENTRE DE SOINS DE SUITE DE ROUGEMONT;Pays de la Loire;Privé;720012509;2013;80;88.72;86.82;90.62;80;91.25;83;97;80;86.25;77;93;80;98.75;93;99
POLE SANTE SARTHE ET LOIR;Pays de la Loire;CH;720016724;2013;80;89.52;87.71;91.33;80;45;34;57;80;96.25;89;99;80;96.25;89;99
CENTRE HOSPITALIER CHAMBERY;Rhône Alpes;CH;730000015;2013;80;90.95;88.89;93;79;93.67;86;98;80;78.75;68;87;80;76.25;65;85
C.H.I. ALBERTVILLE MOUTIERS;Rhône Alpes;CH;730002839;2013;80;90.18;88.64;91.71;80;98.75;93;99;80;57.5;46;69;80;98.75;93;99
HOPITAL PRIVE MEDIPOLE DE SAVOIE;Rhône Alpes;Privé;730004298;2013;80;88.06;86.23;89.9;80;71.25;60;81;80;100;100;100;80;58.75;47;70
CENTRE HOSPITALIER  ST JEAN DE MAURIENNE;Rhône Alpes;CH;730780103;2013;80;97.39;96.41;98.36;80;95;88;99;80;100;100;100;80;86.25;77;93
CENTRE HOSPITALIER  AIX LES BAINS;Rhône Alpes;CH;730780111;2013;80;90.77;88.15;93.39;80;83.75;74;91;80;68.75;57;79;80;80;70;88
CENTRE SSR TRESSERVE ARC EN CIEL;Rhône Alpes;ESPIC/EBNL;730780475;2013;80;96.81;95.71;97.91;80;96.25;89;99;80;100;100;100;80;93.75;86;98
HOPITAL LOCAL ST PIERRE D'ALBIGNY;Rhône Alpes;CH;730780558;2013;80;58.19;55.87;60.51;80;55;43;66;80;66.25;55;76;80;82.5;72;90
CTRE READAPT FONCT LE ZANDER;Rhône Alpes;Privé;730780988;2013;80;89.33;88.05;90.6;80;96.25;89;99;80;92.5;84;97;80;78.75;68;87
VSHA MARTEL DE JANVILLE;Rhône Alpes;ESPIC/EBNL;740000062;2013;80;91.9;90.43;93.37;80;97.5;91;99;80;90;81;96;80;92.5;84;97
CRF DU MONT VEYRIER - GROUPE KORIAN;Rhône Alpes;Privé;740004148;2013;80;77.21;75.21;79.21;80;40;29;52;80;98.75;93;99;80;86.25;77;93
VSHA CH ALPES LÉMAN;Rhône Alpes;ESPIC/EBNL;740014683;2013;80;95.29;93.81;96.77;80;95;88;99;80;98.75;93;99;80;97.5;91;99
CENTRE MEDICAL SANCELLEMOZ;Rhône Alpes;Privé;740780135;2013;80;74.72;72.19;77.25;80;42.5;31;54;80;83.75;74;91;80;26.25;17;37
CENTRE MEDICAL ALEXIS LEAUD;Rhône Alpes;ESPIC/EBNL;740780143;2013;80;80.71;79.09;82.32;80;85;75;92;80;81.25;71;89;80;78.75;68;87
CLINIQUE KORIAN LES DEUX LYS;Rhône Alpes;Privé;740780176;2013;80;69.02;64.89;73.15;80;17.5;10;28;80;41.25;30;53;80;88.75;80;95
MAISON DE REPOS LA MARTERAYE;Rhône Alpes;ESPIC/EBNL;740780952;2013;80;95.63;94.49;96.78;64;78.13;66;88;80;100;100;100;59;91.53;81;97
CTRE CONVAL CHATEAU BON ATTRAIT;Rhône Alpes;Privé;740780986;2013;80;76.73;74.44;79.02;80;48.75;37;60;80;93.75;86;98;80;51.25;40;63
CH ANNECY-GENEVOIS;Rhône Alpes;CH;740781133;2013;68;79.32;77.2;81.43;59;98.31;91;99;68;97.06;90;99;67;86.57;76;94
HOPITAL LOCAL ANDREVETAN;Rhône Alpes;CH;740781182;2013;80;96.15;94.8;97.49;80;12.5;6;22;80;95;88;99;80;100;100;100
CENTRE HOSPITALIER RUMILLY;Rhône Alpes;CH;740781208;2013;80;86.47;84.05;88.89;80;66.25;55;76;80;93.75;86;98;80;100;100;100
H.I. SUD LEMAN VALSERINE;Rhône Alpes;CH;740781216;2013;79;94.28;92.6;95.96;72;66.67;55;77;79;88.61;79;95;73;94.52;87;99
CENTRE DE REEDUCATION SAINTE MARIE;Ile de France;ESPIC/EBNL;750000507;2013;80;86.87;84.39;89.34;80;85;75;92;80;88.75;80;95;80;93.75;86;98
CLINIQUE DU CANAL DE L'OURCQ;Ile de France;Privé;750003378;2013;80;82.49;79.99;84.99;80;2.5;0;9;80;47.5;36;59;80;35;25;47
CLINIQUE DES BUTTES CHAUMONT;Ile de France;Privé;750014128;2013;80;85.87;83.68;88.05;80;98.75;93;99;80;100;100;100;80;87.5;78;94
CLINIQUE DE LA JONQUIERE;Ile de France;Privé;750014169;2013;80;86.88;84.27;89.49;80;73.75;63;83;80;98.75;93;99;80;88.75;80;95
CTRE DE RÉÉDUC. FCTIONNELLE PORT-ROYAL;Ile de France;Privé;750038739;2013;80;88.75;86.61;90.89;80;86.25;77;93;80;95;88;99;80;88.75;80;95
HOPITAL BRETONNEAU;Ile de France;CHU;750041543;2013;74;93.04;91.09;94.98;68;70.59;58;81;74;79.73;69;88;73;98.63;93;99
CENTRE DE SOINS DE SUITE ROTHSCHILD;Ile de France;Privé;750042830;2013;80;94.17;92.39;95.96;80;85;75;92;80;41.25;30;53;80;87.5;78;94
CLINIQUE DU PARC DE BELLEVILLE;Ile de France;Privé;750047128;2013;80;78.67;75.48;81.85;80;88.75;80;95;80;90;81;96;80;92.5;84;97
GROUPE HOSPITALIER  LARIBOISIERE/F. WIDAL;Ile de France;CHU;750100042;2013;75;83.33;81.15;85.51;67;98.51;92;99;75;98.67;93;99;73;52.05;40;64
HOPITAL ROTHSCHILD;Ile de France;CHU;750100083;2013;78;91.3;89.22;93.39;77;62.34;51;73;78;94.87;87;99;78;57.69;46;69
HOPITAL VAUGIRARD;Ile de France;CHU;750100216;2013;80;91.83;89.87;93.79;77;71.43;60;81;80;95;88;99;80;98.75;93;99
GROUPE HOSPITALIER  STE PERINE LAGACHE;Ile de France;CHU;750100299;2013;80;85.22;82.6;87.84;78;94.87;87;99;80;63.75;52;74;80;65;53;75
HOPITAL DES GARDIENS DE LA PAIX;Ile de France;ESPIC/EBNL;750150088;2013;71;76.6;75.23;77.97;71;95.77;88;99;71;100;100;100;71;88.73;79;95
HOPITAL LEOPOLD BELLAN;Ile de France;ESPIC/EBNL;750150146;2013;80;86.74;83.88;89.6;80;65;53;75;80;58.75;47;70;80;86.25;77;93
CLINIQUE EDOUARD RIST;Ile de France;ESPIC/EBNL;750150252;2013;80;83.73;80.57;86.9;80;65;53;75;80;98.75;93;99;52;90.38;79;97
HÔPITAL JEAN JAURÈS;Ile de France;ESPIC/EBNL;750150286;2013;80;92.46;91.56;93.36;80;55;43;66;80;100;100;100;80;96.25;89;99
HOPITAL PRIVE COGNACQ-JAY;Ile de France;ESPIC/EBNL;750150344;2013;80;86.5;84.88;88.13;80;77.5;67;86;80;100;100;100;80;97.5;91;99
HOPITAL HENRY DUNANT;Ile de France;ESPIC/EBNL;750150377;2013;80;82.89;80.66;85.13;80;92.5;84;97;80;100;100;100;80;63.75;52;74
HOPITAL DES PEUPLIERS CRF;Ile de France;Privé;750300360;2013;63;86.98;84.9;89.05;59;72.88;60;84;63;98.41;91;99;60;88.33;77;95
CLINIQUE BIZET;Ile de France;Privé;750300766;2013;80;75.56;73.79;77.33;80;78.75;68;87;80;75;64;84;80;15;8;25
HOPITAL BROCA/LA ROCHEFOUCAULT;Ile de France;CHU;750801441;2013;80;88.06;85.74;90.39;77;93.51;85;98;80;97.5;91;99;80;75;64;84
CENTRE DE REEDUCATION DE LA HEVE;Haute Normandie;Privé;760017079;2013;76;93.12;91.34;94.89;76;69.74;58;80;76;64.47;53;75;76;90.79;82;96
CHI ELBEUF LOUVIERS;Haute Normandie;CH;760024042;2013;80;93.31;91.7;94.92;80;100;100;100;80;37.5;27;49;80;77.5;67;86
POLYCLINIQUE MEGIVAL;Haute Normandie;Privé;760027292;2013;80;64.44;62.72;66.16;80;95;88;99;80;97.5;91;99;80;40;29;52
CENTRE HOSPITALIER DE DIEPPE;Haute Normandie;CH;760780023;2013;80;57.91;54.61;61.21;80;33.75;24;45;80;60;48;71;80;73.75;63;83
HOPITAL LOCAL DE GOURNAY EN BRAY;Haute Normandie;CH;760780049;2013;80;77.74;75.45;80.03;80;50;39;61;80;100;100;100;80;67.5;56;78
CENTRE HOSPITALIER DE EU;Haute Normandie;CH;760780056;2013;54;75.58;73.27;77.89;52;59.62;45;73;54;81.48;69;91;54;16.67;8;29
C.H. DE NEUFCHATEL EN BRAY;Haute Normandie;CH;760780064;2013;80;66.3;64.2;68.39;80;57.5;46;69;80;90;81;96;80;63.75;52;74
"CENTRE DE SOINS DE SUITE NEVILLE  ""LES BROUSSAILLES""";Haute Normandie;Privé;760780130;2013;80;88.79;86.77;90.81;80;92.5;84;97;80;11.25;5;20;80;60;48;71
HOPITAL LOCAL DE BARENTIN;Haute Normandie;CH;760780213;2013;80;69.07;66.95;71.19;80;87.5;78;94;80;36.25;26;48;80;66.25;55;76
C H U ROUEN;Haute Normandie;CHU;760780239;2013;80;84.17;80.55;87.78;80;70;59;80;80;61.25;50;72;80;82.5;72;90
CLINIQUE SAINT HILAIRE;Haute Normandie;Privé;760780619;2013;80;80.25;78.16;82.34;80;83.75;74;91;80;100;100;100;80;100;100;100
RÉSIDENCE CLINIQUE DU CHÂTEAU BLANC;Haute Normandie;ESPIC/EBNL;760780676;2013;80;91.83;90.38;93.28;78;85.9;76;93;80;68.75;57;79;78;56.41;45;68
CRMPR LES HERBIERS BOIS GUILLAUME;Haute Normandie;ESPIC/EBNL;760780692;2013;80;84.32;82.2;86.44;80;80;70;88;80;95;88;99;80;48.75;37;60
CH DU HAVRE;Haute Normandie;CH;760780726;2013;65;91.81;88.37;95.26;53;88.68;77;96;65;73.85;61;84;59;91.53;81;97
CENTRE HOSPITALIER DE FECAMP;Haute Normandie;CH;760780734;2013;80;90.26;88.17;92.36;80;80;70;88;80;85;75;92;80;96.25;89;99
CHI CAUX VALLEE DE SEINE;Haute Normandie;CH;760780742;2013;80;69.3;67.11;71.5;80;60;48;71;80;28.75;19;40;80;75;64;84
M.REPOS ET CONVA. LES JONQUILLES;Haute Normandie;Privé;760780981;2013;72;92.84;91.25;94.43;72;76.39;65;86;72;81.94;71;90;71;98.59;92;99
CENTRE SSR ASS LADAPT HAUTE NORMANDIE;Haute Normandie;ESPIC/EBNL;760781054;2013;80;76.19;72.55;79.83;80;70;59;80;80;75;64;84;59;20.34;11;33
CENTRE HOSPITALIER DURECU LAVOISIER DARNETAL;Haute Normandie;CH;760782227;2013;80;97.4;96.43;98.36;80;85;75;92;80;83.75;74;91;80;80;70;88
CENTRE HOSPITALIER DU BOIS PETIT;Haute Normandie;CH;760782425;2013;80;76;72.45;79.55;70;82.86;72;91;80;30;20;41;76;38.16;27;50
HOPITAL & IFSI CROIX-ROUGE;Haute Normandie;ESPIC/EBNL;760783035;2013;80;79.84;76.06;83.62;79;70.89;60;81;80;90;81;96;79;96.2;89;99
CLINIQUE DES ESSARTS;Haute Normandie;Privé;760783159;2013;80;83.17;81.58;84.76;80;55;43;66;80;75;64;84;80;66.25;55;76
CENTRE CONVALESCENCE LA ROSERAIE;Haute Normandie;Privé;760920603;2013;74;90.3;88.73;91.86;72;76.39;65;86;74;75.68;64;85;72;88.89;79;95
CENTRE SSR MÉRIDIENNE;Haute Normandie;Privé;760920918;2013;80;80.63;77.14;84.11;80;73.75;63;83;80;90;81;96;80;93.75;86;98
CENTRE DE SOINS DE SUITE CLINEA;Ile de France;Privé;770016467;2013;80;81.53;78.78;84.28;80;78.75;68;87;80;77.5;67;86;80;85;75;92
CLINIQUE SOLIS;Ile de France;Privé;770016491;2013;80;68.55;66.34;70.76;80;62.5;51;73;80;81.25;71;89;80;10;4;19
CH DE COULOMMIERS;Ile de France;CH;770110013;2013;80;81.7;78.28;85.11;78;75.64;65;85;80;90;81;96;80;90;81;96
CH DE FONTAINEBLEAU;Ile de France;CH;770110021;2013;80;77.04;74.7;79.38;69;47.83;36;60;80;100;100;100;66;92.42;83;98
CH DE MELUN;Ile de France;CH;770110054;2013;80;95.52;94.29;96.75;80;100;100;100;80;100;100;100;80;97.5;91;99
CENTRE HOSPITALIER DE MONTEREAU;Ile de France;CH;770110062;2013;80;69.2;66.61;71.79;80;21.25;13;32;80;87.5;78;94;80;65;53;75
CH DE PROVINS;Ile de France;CH;770110070;2013;80;84.43;82.39;86.47;80;95;88;99;80;93.75;86;98;80;80;70;88
HOPITAL LOCAL BRIE COMTE ROBERT;Ile de France;CH;770130011;2013;78;88.41;85.88;90.94;76;97.37;91;99;78;100;100;100;78;88.46;79;95
CH DE NEMOURS;Ile de France;CH;770130052;2013;80;96.63;95.18;98.07;80;98.75;93;99;80;96.25;89;99;80;98.75;93;99
CENTRE MEDICAL DE FORCILLES;Ile de France;ESPIC/EBNL;770150019;2013;80;90.71;88.74;92.68;80;78.75;68;87;80;100;100;100;80;100;100;100
CTRE MEDICAL BTP RETRAITE;Ile de France;ESPIC/EBNL;770150043;2013;80;95.1;93.39;96.8;80;96.25;89;99;80;82.5;72;90;80;82.5;72;90
CH  MARNE LA VALLEE;Ile de France;CH;770170017;2013;59;60.48;57.95;63.02;57;0;0;0;59;33.9;22;47;59;96.61;88;99
INSTITUT MÉDICAL DE SERRIS;Ile de France;Privé;770300218;2013;80;92.19;90.42;93.96;80;47.5;36;59;80;65;53;75;80;95;88;99
CLINIQUE LES TROIS SOLEILS;Ile de France;Privé;770300259;2013;80;90.95;88.87;93.02;80;96.25;89;99;80;100;100;100;80;72.5;61;82
ETABLISSEMENT DE SANTE LE PRIEURE;Ile de France;ESPIC/EBNL;770420024;2013;80;97.1;95.69;98.51;80;97.5;91;99;80;100;100;100;80;95;88;99
CENTRE READAPTATION FONCT COUBERT;Ile de France;ESPIC/EBNL;770700011;2013;80;70.6;68.34;72.86;80;57.5;46;69;80;90;81;96;80;60;48;71
CH DE MEAUX;Ile de France;CH;770700185;2013;80;87.52;84.92;90.13;72;97.22;90;99;80;78.75;68;87;80;95;88;99
CTRE DE REEDUCATION CARDIAQUE;Ile de France;Privé;770803989;2013;80;81.73;79.72;83.74;80;95;88;99;80;98.75;93;99;80;98.75;93;99
CHI DE POISSY ST-GERMAIN;Ile de France;CH;780001236;2013;80;71.11;69;73.22;80;55;43;66;80;96.25;89;99;80;48.75;37;60
CENTRE DE SOINS DE SUITE AUBERGENVILLE;Ile de France;Privé;780001467;2013;27;94.8;;;23;82.61;61;95;27;100;100;100;27;100;100;100
CHI DE MEULAN LES MUREAUX;Ile de France;CH;780002697;2013;80;83.64;80.72;86.55;80;86.25;77;93;80;90;81;96;80;86.25;77;93
CLINIQUE ST REMY;Ile de France;Privé;780008298;2013;80;89.14;86.93;91.35;80;86.25;77;93;80;100;100;100;80;93.75;86;98
CLINIQUE SAINT GERMAIN;Ile de France;Privé;780018727;2013;80;90.44;88.08;92.8;80;93.75;86;98;80;98.75;93;99;80;97.5;91;99
CH DE MANTES LA JOLIE;Ile de France;CH;780110011;2013;80;83.77;81.21;86.32;70;88.57;79;95;80;98.75;93;99;80;78.75;68;87
HOPITAL PLAISIR GRIGNON;Ile de France;CH;780110037;2013;80;82.41;78.95;85.87;80;92.5;84;97;80;86.25;77;93;80;93.75;86;98
CH DE VERSAILLES;Ile de France;CH;780110078;2013;80;88.61;86.84;90.38;80;90;81;96;80;88.75;80;95;80;93.75;86;98
HOPITAL DU VESINET;Ile de France;CH;780110094;2013;80;83.13;81.18;85.09;80;66.25;55;76;80;96.25;89;99;80;76.25;65;85
CENTRE GILBERT RABY;Ile de France;ESPIC/EBNL;780140075;2013;80;94.52;92.93;96.11;80;35;25;47;80;68.75;57;79;80;62.5;51;73
CESSRIN DE MAISONS LAFFITTE;Ile de France;ESPIC/EBNL;780150017;2013;80;82.34;79.69;84.99;80;63.75;52;74;80;86.25;77;93;80;77.5;67;86
RESIDENCE DENIS FORESTIER;Ile de France;ESPIC/EBNL;780150058;2013;80;85.58;82.88;88.29;80;86.25;77;93;80;95;88;99;80;92.5;84;97
CLINIQUE MEDICALE PORTE VERTE;Ile de France;ESPIC/EBNL;780150066;2013;79;88.62;86.14;91.11;74;81.08;70;89;79;100;100;100;78;96.15;89;99
CENTRE MEDICAL D'EVECQUEMONT;Ile de France;Privé;780300075;2013;12;91.61;;;10;40;12;74;12;83.33;52;98;12;100;100;100
CLINIQUE MEDICALE GOUSSONVILLE;Ile de France;Privé;780300083;2013;80;94.78;93.51;96.04;80;91.25;83;97;80;75;64;84;80;83.75;74;91
CLINIQUE DU VAL DE SEINE;Ile de France;Privé;780300109;2013;80;68.85;65.52;72.18;80;27.5;18;39;80;57.5;46;69;80;81.25;71;89
CLINIQUE DU MESNIL;Ile de France;Privé;780300166;2013;80;71.98;69.06;74.9;80;83.75;74;91;80;78.75;68;87;80;75;64;84
CLINIQUE SAINT LOUIS;Ile de France;Privé;780300208;2013;80;65.28;62.87;67.69;75;28;18;40;80;81.25;71;89;76;88.16;79;95
CENTRE DE SOINS DE SUITE SARTROUVILE;Ile de France;Privé;780300224;2013;80;51.86;48.56;55.16;80;55;43;66;80;92.5;84;97;80;90;81;96
CLINIQUE DE L'OUEST;Ile de France;Privé;780300448;2013;80;69.05;66.14;71.95;80;65;53;75;80;25;16;36;80;96.25;89;99
"ETAB. DE SUITE & DE READ.""LE TERRIER""";Ile de France;ESPIC/EBNL;780420022;2013;80;84.49;82.05;86.92;80;72.5;61;82;80;72.5;61;82;80;95;88;99
CENTRE DE SOINS DE SUITE L'OASIS;Ile de France;Privé;780420048;2013;80;94.8;92.98;96.61;80;88.75;80;95;80;60;48;71;80;27.5;18;39
CENTRE DE BULLION;Ile de France;CH;780530010;2013;80;38.5;35.9;41.1;80;11.25;5;20;80;57.5;46;69;1;100;;
CTR READP FONC CLIN BAZINCOURT;Ile de France;Privé;780700027;2013;80;81.61;78.66;84.56;80;46.25;35;58;80;100;100;100;80;85;75;92
CENTRE DE REEDUCATION FONCTIONNELLE APARC;Ile de France;Privé;780700050;2013;80;93.94;92.72;95.16;80;98.75;93;99;80;88.75;80;95;80;81.25;71;89
CTRE DE READ.FONCT.DE RICHEBOURG;Ile de France;ESPIC/EBNL;780825816;2013;31;71.61;69.09;74.13;31;90.32;74;98;31;90.32;74;98;31;87.1;70;96
CENTRE HOSPITALIER DE NIORT;Poitou Charentes;CH;790000012;2013;80;91.51;89.91;93.12;80;90;81;96;80;100;100;100;80;93.75;86;98
HOPITAL LOCAL DE SAINT MAIXENT;Poitou Charentes;CH;790000046;2013;80;75.7;73.08;78.32;80;87.5;78;94;80;75;64;84;80;98.75;93;99
HOPITAL LOCAL DE MELLE;Poitou Charentes;CH;790000061;2013;75;93.93;92.43;95.43;65;96.92;89;99;75;100;100;100;66;100;100;100
HOPITAL LOCAL DE MAULEON;Poitou Charentes;CH;790000079;2013;80;90.26;89.05;91.48;80;95;88;99;80;97.5;91;99;80;100;100;100
MRC CHATEAU DE PARSAY;Poitou Charentes;Privé;790000186;2013;80;84.81;82.71;86.9;80;86.25;77;93;80;100;100;100;78;83.33;73;91
CRRF LE GRAND FEU;Poitou Charentes;ESPIC/EBNL;790000681;2013;80;71.36;68.45;74.28;80;51.25;40;63;80;66.25;55;76;80;66.25;55;76
CTRE HOSPIT. NORD DEUX-SEVRES;Poitou Charentes;CH;790006654;2013;80;75.75;70.09;81.42;80;70;59;80;80;51.25;40;63;80;91.25;83;97
LE LOGIS DES FRANCS;Poitou Charentes;ESPIC/EBNL;790008064;2013;80;97.6;96.5;98.69;80;95;88;99;80;88.75;80;95;80;100;100;100
CTRE HOSP D'ABBEVILLE;Picardie;CH;800000028;2013;80;63.8;61.65;65.95;63;96.83;89;99;80;48.75;37;60;72;9.72;4;19
CTRE HOSP D'ALBERT;Picardie;CH;800000036;2013;80;90.89;88.85;92.93;80;92.5;84;97;80;100;100;100;80;91.25;83;97
C.H.U. D'AMIENS;Picardie;CHU;800000044;2013;80;94.52;93.51;95.53;80;97.5;91;99;80;98.75;93;99;80;96.25;89;99
CTRE HOSP DE CORBIE;Picardie;CH;800000051;2013;80;88.22;84.39;92.05;80;80;70;88;80;97.5;91;99;80;87.5;78;94
CTRE HOSP DE DOULLENS;Picardie;CH;800000069;2013;80;84.61;82.27;86.95;73;68.49;57;79;80;100;100;100;80;96.25;89;99
CTRE HOSP DE HAM;Picardie;CH;800000077;2013;80;92.34;90.64;94.04;80;96.25;89;99;80;98.75;93;99;80;71.25;60;81
CH INTERCOMMUNAL MONTDIDIER-ROYE;Picardie;CH;800000085;2013;80;86.65;84.19;89.11;80;90;81;96;80;82.5;72;90;80;87.5;78;94
CTRE HOSP DE PERONNE;Picardie;CH;800000093;2013;54;76.51;72.93;80.09;37;67.57;50;82;54;61.11;47;74;51;82.35;69;92
CLINIQUE DU VAL D'ANCRE;Picardie;Privé;800000150;2013;80;95.19;94.07;96.31;80;100;100;100;80;100;100;100;80;42.5;31;54
CLINIQUE DU VAL D'AQUENNES;Picardie;Privé;800008989;2013;80;83.3;81.39;85.21;80;52.5;41;64;80;97.5;91;99;80;86.25;77;93
CENTRE DE REEDUCATION DES 3 VALLEES;Picardie;Privé;800012528;2013;75;96.72;95.12;98.32;75;64;52;75;75;100;100;100;74;100;100;100
SOINS DE SUITE POLYVALENTS PAUCHET;Picardie;Privé;800016727;2013;80;99.62;99.25;99.99;80;98.75;93;99;80;100;100;100;80;93.75;86;98
REFUGE PROTESTANT;Midi Pyrénées;ESPIC/EBNL;810000158;2013;80;93.89;92.26;95.53;80;96.25;89;99;80;100;100;100;80;85;75;92
