finess;rs_finess;finess_geo;rs_finess_geo;region;participation;Depot;nb_rep_score_all_rea_ajust;score_all_rea_ajust;classement;evolution;nb_rep_score_accueil_rea_ajust;score_accueil_rea_ajust;nb_rep_score_PECinf_rea_ajust;score_PECinf_rea_ajust;nb_rep_score_PECmed_rea_ajust;score_PECmed_rea_ajust;nb_rep_score_chambre_rea_ajust;score_chambre_rea_ajust;nb_rep_score_repas_rea_ajust;score_repas_rea_ajust;nb_rep_score_sortie_rea_ajust;score_sortie_rea_ajust
670780543;CENTRE HOSPITALIER INTERCOMMUNAL DE LA LAUTER;670000272;CH INTERCOMMUNAL DE LA LAUTER;Grand Est;1- Obligatoire;1- Oui;33;74.46;B;4-Non calculable;33;77.15;33;80.78;33;78.8;33;68.55;33;71.26;33;64.12
670017755;GROUPE HOSPITALIER SELESTAT OBERNAI;670000397;CENTRE HOSPITALIER DE SELESTAT;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670009109;CENTRE DE CHIR ORTHOP ET DE LA MAIN;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
670016237;GCS CLINIQUE SAINTE ODILE;670016237;GCS CLINIQUE SAINTE ODILE;Grand Est;1- Obligatoire;1- Oui;96;75.94;B;2-Stable;96;71.22;96;82.12;96;80.62;96;79.98;96;64.73;96;68.86
670017458;CLINIQUE RHENA ASSOCIATION;670017458;CLINIQUE RHENA ASSOCIATION;Grand Est;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
670017862;GCS CLINIQUE DES DIACONESSES DE STRASBOURG;670017862;GCS CLINIQUE DES DIACONESSES;Grand Est;1- Obligatoire;1- Oui;98;76.81;B;4-Non calculable;98;74.89;98;83.59;98;84.33;98;73.42;98;63.82;98;69.85
670018068;CLINIQUE RHENA GCS ES;670018068;CLINIQUE RHENA GCS ES;Grand Est;2- Facultatif;1- Oui;165;78.67;A;4-Non calculable;165;76.49;165;83.03;165;83.93;165;83.39;165;71.18;165;68.38
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670780113;CMCO;Grand Est;1- Obligatoire;1- Oui;216;72.96;C;2-Stable;216;73.72;216;81.11;216;79.77;216;72.34;216;54.48;216;63.91
670780170;CLINIQUE DE L''ORANGERIE;670780170;CLINIQUE DE L'ORANGERIE;Grand Est;1- Obligatoire;1- Oui;69;74.35;B;3-Amélioration;69;71.97;69;83.4;69;83;69;72.72;69;53.05;69;66.31
670780188;CLINIQUE SAINTE-BARBE DU GROUPE HOSPITALIER SAINT-VINCENT;670780188;CLINIQUE SAINTE-BARBE;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
670780212;CLINIQUE SAINTE-ANNE DU GROUPE HOSPITALIER SAINT-VINCENT;670780212;CLINIQUE SAINTE-ANNE;Grand Est;1- Obligatoire;1- Oui;74;71.7;C;4-Non calculable;74;71.52;74;82.62;74;79.39;74;68.09;74;56.83;74;60.04
670780378;CLINIQUE SAINT-FRANCOIS;670780378;CLINIQUE SAINT-FRANÇOIS;Grand Est;1- Obligatoire;1- Oui;91;75.99;B;4-Non calculable;91;75.3;91;81.23;91;80.11;91;76.28;91;68.55;91;68.15
670780386;CLINIQUE SAINTE-ODILE (HAGUENAU);670780386;CLINIQUE SAINTE-ODILE HAGUENAU;Grand Est;1- Obligatoire;1- Oui;118;71.65;C;2-Stable;118;73.36;118;79.26;118;77.93;118;67.35;118;57.47;118;62.65
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670783133;HOP ROBERTSAU/PAVILLON SCHUTZENBERGER;Grand Est;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
670780055;HOPITAUX UNIVERSITAIRES DE STRASBOURG;670783273;HOPITAL DE HAUTEPIERRE;Grand Est;1- Obligatoire;1- Oui;259;70.88;C;2-Stable;259;74.26;259;77.91;259;77.32;259;67.24;259;50.97;259;61.58
670797539;CLINIQUE DE LA TOUSSAINT DU GROUPE HOSPITALIER SAINT-VINCENT;670797539;CLINIQUE DE LA TOUSSAINT;Grand Est;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
670798636;CLINIQUE SAINT-LUC DU GROUPE HOSPITALIER SAINT- VINCENT;670798636;CLINIQUE SAINT-LUC;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680000320;CLINIQUE DIACONAT FONDERIE;680000320;CLINIQUE DIACONAT FONDERIE;Grand Est;1- Obligatoire;1- Oui;36;70.44;D;4-Non calculable;36;73.02;36;79.5;36;80.81;36;65.74;36;51.12;36;57.79
680000494;CLINIQUE DIACONAT ROOSEVELT;680000494;CLINIQUE DIACONAT ROOSEVELT;Grand Est;1- Obligatoire;1- Oui;269;74.03;B;3-Amélioration;269;77.14;269;79.41;269;79.82;269;73.83;269;63.58;269;61.18
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000544;CENTRE HOSPITALIER D'ALTKIRCH;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000601;HOPITAL DE THANN;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680000627;HOPITAL DU HASENRAIN;Grand Est;1- Obligatoire;1- Oui;44;71.97;C;4-Non calculable;44;71.06;44;80.3;44;78.48;44;71.03;44;55.21;44;63.04
680000973;HOPITAUX CIVILS DE COLMAR;680000684;HOPITAL LOUIS PASTEUR;Grand Est;1- Obligatoire;1- Oui;52;75.47;B;3-Amélioration;52;75.04;52;82.9;52;82.4;52;72.37;52;60.58;52;66.98
680001005;CENTRE HOSPITALIER DE GUEBWILLER;680000700;CENTRE HOSPITALIER DE GUEBWILLER;Grand Est;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680001179;CENTRE HOSPITALIER DE ROUFFACH;680000874;CENTRE HOSPITALIER DE ROUFFACH;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680000882;CLINIQUE DU DIACONAT DE COLMAR;680000882;CLINIQUE DU DIACONAT COLMAR;Grand Est;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680001195;HOPITAL ALBERT SCHWEITZER;680001195;HOPITAL ALBERT SCHWEITZER;Grand Est;1- Obligatoire;1- Oui;207;77.43;A;3-Amélioration;207;78.85;207;83.78;207;82.15;207;81.44;207;61.74;207;66.45
680000973;HOPITAUX CIVILS DE COLMAR;680001245;CENTRE MERE ENFANT LE PARC;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680020336;GROUPE HOSPITALIER DE LA REGION DE MULHOUSE ET SUD ALSACE;680004546;HOPITAL EMILE MULLER;Grand Est;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680000973;HOPITAUX CIVILS DE COLMAR;680004579;CENTRE POUR PERSONNES AGEES;Grand Est;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
680020088;NOUVELLE CLINIQUE DES TROIS FRONTIERES;680020088;NOUVELLE CLINIQUE DES TROIS FRONTIERES;Grand Est;1- Obligatoire;1- Oui;43;72.19;C;2-Stable;43;70.66;43;80.86;43;80.7;43;73.56;43;47.79;43;62.94
690780036;CH MONTGELAS;690000013;CH MONTGELAS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
690780044;CH DE SAINTE FOY LES LYON;690000021;CH DE SAINTE FOY LÈS LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;45;66.83;D;4-Non calculable;45;70.29;45;78.96;45;76.26;45;62.75;45;48.03;45;49.71
690000427;CTRE MEDICO-CHIR READAPT DES MASSUES;690000427;CTRE MÉDICO-CHIR RÉADAPT DES MASSUES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;163;75.96;B;3-Amélioration;163;77.6;163;83.49;163;85.18;163;65.62;163;67.61;163;64.92
690782222;HOPITAL NORD OUEST - VILLEFRANCHE;690000575;HOPITAL NORD OUEST - VILLEFRANCHE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;102;72.48;C;2-Stable;102;70.46;102;81.47;102;80.01;102;66.6;102;54.26;102;66.03
690031455;HOPITAL DE GRANDRIS - HAUTE AZERGUES;690000617;HOPITAL DE GRANDRIS HAUTE AZERGUES;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
690782271;HOPITAL NORD OUEST - TARARE;690000625;HOPITAL NORD OUEST - TARARE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
690000880;CENTRE LEON BERARD;690000880;CENTRE LEON BERARD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;546;79.22;A;2-Stable;546;78.72;546;87.15;546;85.36;546;76.86;546;68.21;546;68.96
690022959;HOPITAL PRIVE NATECIA;690022959;HOPITAL PRIVE NATECIA;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;629;66.5;D;2-Stable;629;67.36;629;73.57;629;75.22;629;70.72;629;55.3;629;48.13
690023239;CLINIQUE DU PARC LYON;690023239;CLINIQUE DU PARC LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;401;77.93;A;2-Stable;401;75.89;401;84.32;401;84.97;401;76.55;401;69.52;401;69.17
690023411;HOPITAL PRIVE JEAN MERMOZ;690023411;HOPITAL PRIVE JEAN MERMOZ;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;864;73.52;C;2-Stable;864;71.48;864;80.37;864;83.37;864;74;864;48.66;864;66.09
690780093;HOPITAL D''INSTRUCTION DES ARMEES DESGENETTE;690780093;HIA DESGENETTES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;33;75.79;B;2-Stable;33;73.35;33;84.09;33;83.07;33;71.35;33;64.37;33;70.19
690780150;HOPITAL DE L''ARBRESLE LE RAVATEL;690780150;HOPITAL DE L'ARBRESLE LE RAVATEL;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
690780200;CLINIQUE EMILIE DE VIALAR;690780200;CLINIQUE ÉMILIE DE VIALAR;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
690780259;CLINIQUE SAINT CHARLES LYON;690780259;CLINIQUE SAINT CHARLES LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;31;76.2;B;4-Non calculable;31;72.79;31;84.27;31;87.39;31;74.66;31;55.06;31;69.55
690780358;CLINIQUE DU VAL D''OUEST VENDOME;690780358;CLINIQUE DU VAL D'OUEST VENDÔME;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;127;72.44;C;4-Non calculable;127;70.05;127;78.7;127;79.65;127;73.82;127;60.54;127;62.76
690780366;CLINIQUE CHARCOT;690780366;CLINIQUE CHARCOT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;154;78.67;A;2-Stable;154;78.28;154;84.58;154;85.46;154;81.75;154;56.18;154;70.64
690780382;CLINIQUE DU GRAND LARGE;690780382;CLINIQUE DU GRAND LARGE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
690780390;POLYCLINIQUE LYON-NORD;690780390;POLYCLINIQUE LYON-NORD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;94;75.54;B;2-Stable;94;74.1;94;81.67;94;83.62;94;74.75;94;58.45;94;68.02
690780416;GPE HOSP MUT LES PORTES DU SUD (EX CLINIQUE ROSERAIE);690780416;GPE HOSP MUT LES PORTES DU SUD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
690780648;CLINIQUE DE LA SAUVEGARDE;690780648;CLINIQUE DE LA SAUVEGARDE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;177;74.36;B;3-Amélioration;177;73.89;177;81.72;177;83.61;177;69.98;177;50.83;177;68.81
690780655;HOPITAL PRIVE DE L''EST LYONNAIS (HPEL);690780655;HOPITAL PRIVE DE L'EST LYONNAIS (HPEL);Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;35;74.04;B;3-Amélioration;35;69.29;35;80.61;35;82.78;35;74.75;35;48.86;35;71.2
690780663;CLINIQUE TRENEL;690780663;CLINIQUE TRENEL;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
690781836;CLINIQUE MUTUALISTE DE LYON;690781836;CLINIQUE MUTUALISTE DE LYON;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;52;72.02;C;4-Non calculable;52;70.39;52;81.78;52;79.85;52;66.52;52;62.18;52;61.94
690782834;CLINIQUE DU TONKIN;690782834;CLINIQUE DU TONKIN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;387;73.43;C;2-Stable;387;72.1;387;81.49;387;82.38;387;67.01;387;56.75;387;66.75
690783154;HOPITAL EDOUARD HERRIOT;690783154;HÔPITAL ÉDOUARD HERRIOT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;515;70.56;D;1-Diminution;515;69.88;515;79.8;515;77.72;515;64.42;515;55.76;515;62.91
690784137;CH LYON SUD;690784137;CH LYON SUD;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;914;72.69;C;2-Stable;914;72.37;914;81.32;914;80.21;914;68.95;914;54.77;914;64.34
690784152;HOPITAL DE LA CROIX-ROUSSE;690784152;HÔPITAL DE LA CROIX-ROUSSE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1021;70.3;D;1-Diminution;1021;69.78;1021;79.02;1021;77.34;1021;69.7;1021;57.19;1021;58.79
690784178;HOPITAL NEUROLOGIQUE ET NEURO-CHIRURGICAL PIERRE WERTHEIMER;690784178;HÔPITAL NEUROLOGIQUE PIERRE WERTHEIMER;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;1070;71.01;C;2-Stable;1070;71.42;1070;80.15;1070;78.17;1070;65.72;1070;57.89;1070;60.54
690793468;INFIRMERIE PROTESTANTE;690793468;INFIRMERIE PROTESTANTE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;271;75.84;B;1-Diminution;271;76.67;271;83.28;271;84.03;271;73.06;271;52.37;271;68.72
690805361;CENTRE HOSPITALIER SAINT JOSEPH SAINT LUC;690805361;CH ST JOSEPH ST LUC;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;338;73.58;C;2-Stable;338;71.2;338;82.09;338;80.36;338;74.58;338;60.8;338;64.07
690807367;POLYCLINIQUE  DU BEAUJOLAIS;690807367;POLYCLINIQUE DU BEAUJOLAIS;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;237;76.63;B;3-Amélioration;237;77.74;237;83.2;237;83.52;237;74.7;237;64.29;237;66.07
690807599;CLINIQUE DE L'UNION;690807599;CLINIQUE DE L'UNION;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
700780026;CH VAL DE SAONE PIERRE VITTER GRAY;700000011;CH VAL DE SAONE PIERRE VITTER GRAY;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
700004591;GROUPE HOSPITALIER DE HAUTE SAONE;700000029;GH HAUTE SAONE SITE VESOUL;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;51;70.4;D;4-Non calculable;51;68.04;51;78.6;51;77.32;51;68.06;51;60.49;51;61.16
700004591;GROUPE HOSPITALIER DE HAUTE SAONE;700780059;GH HAUTE SAONE SITE LUXEUIL;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
700780174;CLINIQUE ST MARTIN;700780174;CLINIQUE ST MARTIN;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;34;75.52;B;4-Non calculable;34;79.47;34;81.5;34;80.24;34;70.79;34;57.54;34;68.95
700004591;GROUPE HOSPITALIER DE HAUTE SAONE;700780208;GH HAUTE SAONE SITE LURE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
710006859;POLYCLINIQUE DU VAL DE SAONE;710006859;POLYCLINIQUE DU VAL DE SAONE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;220;78.53;A;2-Stable;220;79.93;220;83.88;220;83.88;220;79.92;220;58.74;220;70.79
710780644;CH PARAY LE MONIAL;710010067;CH PARAY LE MONIAL LES CHARMES;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;73;72.26;C;2-Stable;73;74.26;73;80.09;73;78.32;73;76.09;73;61.63;73;57.81
710781451;CH AUTUN;710010786;CH AUTUN SITE PARPAS;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;33;72.97;C;4-Non calculable;33;71.9;33;81.81;33;79.5;33;75.98;33;62.47;33;58.65
710780917;HOPITAL PRIVE SAINTE MARIE;710780917;HOPITAL PRIVE SAINTE MARIE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;166;72.16;C;2-Stable;166;72.24;166;77.88;166;79.26;166;69.41;166;57.87;166;65.36
710781410;CLINIQUE DU PARC;710781410;CLINIQUE DU PARC;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
710781824;CENTRE ORTHOPEDIQUE MEDICO-CHIRURGICAL;710781824;CTRE ORTHOPEDIQUE MEDICO CHIRURGICAL;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;223;78.46;A;3-Amélioration;223;79.98;223;83.42;223;84.79;223;80.12;223;65.77;223;68.15
710781592;HOPITAL LOCAL CHAGNY;710978107;HOPITAL LOCAL CHAGNY;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
710781089;HOPITAL LOCAL CLUNY;710978131;CENTRE HOSPITALIER;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
710781360;HOPITAL LOCAL BELNAY A TOURNUS;710978180;CENTRE HOSPITALIER BELNAY;Bourgogne-Franche-Comté;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
710780958;CH WILLIAM MOREY CHALON SUR SAONE;710978263;CH WILLIAM MOREY CHALON SUR SAONE;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;358;71.2;C;3-Amélioration;358;71.03;358;79.79;358;77.62;358;71.57;358;62.7;358;57.38
710780263;CH LES CHANAUX MACON;710978289;CH LES CHANAUX MACON;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;80;70.23;D;4-Non calculable;80;67.23;80;81.44;80;78.25;80;66.63;80;58.44;80;60.33
710976705;CENTRE HOSPITALIER JEAN BOUVERI;710978313;CENTRE HOSPITALIER JEAN BOUVERI;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
710978347;FONDATION HOTEL DIEU DU CREUSOT;710978347;HOTEL DIEU DU CREUSOT;Bourgogne-Franche-Comté;1- Obligatoire;1- Oui;42;73.5;C;4-Non calculable;42;70.47;42;82.84;42;81.93;42;68.86;42;56.02;42;69.33
720000025;CENTRE HOSPITALIER DU MANS;720000033;CENTRE HOSPITALIER DU MANS;Pays de la Loire;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
720000066;CENTRE HOSPITALIER CHATEAU DU LOIR;720000124;CENTRE HOSPITALIER CHATEAU DU LOIR;Pays de la Loire;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
720000199;CLINIQUE DU PRE;720000199;CLINIQUE DU PRE;Pays de la Loire;1- Obligatoire;1- Oui;272;73.75;C;2-Stable;272;73.16;272;79.49;272;80.17;272;73.72;272;62.14;272;63.92
720000231;CLINIQUE DU TERTRE ROUGE - POLE SANTE SUD;720000231;CLINIQUE DU TERTRE ROUGE;Pays de la Loire;1- Obligatoire;1- Oui;38;69.03;D;4-Non calculable;38;73.24;38;78.48;38;76.75;38;69.08;38;56.86;38;46.98
720000249;CLINIQUE MEDICALE VICTOR HUGO;720000249;CLINIQUE VICTOR HUGO;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
720000389;CENTRE MEDICAL GEORGES COULON -LE GRAND LUCE;720000389;CENTRE MEDICAL G. COULON-LE GRAND LUCÉ;Pays de la Loire;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
610780082;CENTRE HOSPITALIER INTERCOMMUNAL ALENCON-MAMERS;720000470;CENTRE HOSPITALIER MAMERS;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
720000140;CENTRE HOSPITALIER DE ST CALAIS;720000520;CENTRE HOSPITALIER ST CALAIS;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
720006022;CENTRE HOSPITALIER LA FERTE BERNARD;720001437;CENTRE HOSPITALIER LA FERTE BERNARD;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
720016724;CENTRE HOSPITALIER INTERCOMMUNAL;720016179;POLE SANTE SARTHE ET LOIR;Pays de la Loire;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
720017748;CENTRE MEDICO CHIRUGICAL DU MANS SITE DU POLE SANTE SUD;720017748;CENTRE MEDICO-CHIRURGICAL DU MANS;Pays de la Loire;1- Obligatoire;1- Oui;83;75.8;B;4-Non calculable;83;77.78;83;82.87;83;81.99;83;77.86;83;51.45;83;66.95
730000015;CENTRE HOSPITALIER METROPOLE SAVOIE;730000031;CHMS CHAMBERY NH;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;403;73.44;C;1-Diminution;403;72.82;403;80.06;403;78.74;403;74.82;403;61.81;403;63.92
730002839;CH  ALBERTVILLE MOUTIERS;730000049;CH DE MOUTIERS;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
730780103;CH DE ST JEAN DE MAURIENNE;730000080;CH DE SAINT JEAN DE MAURIENNE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
730000015;CENTRE HOSPITALIER METROPOLE SAVOIE;730000098;CHMS AIX GRAND PORT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
730780525;CENTRE HOSPITALIER DE BOURG ST MAURICE;730000247;CH DE BOURG ST MAURICE;Auvergne-Rhône-Alpes;1- Obligatoire;2- Non;;;NR;4-Non calculable;;;;;;;;;;;;
730002839;CH  ALBERTVILLE MOUTIERS;730000262;CH D'ALBERTVILLE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;90;69.47;D;4-Non calculable;90;70.01;90;77.83;90;72.28;90;72.56;90;61.95;90;54.28
730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;730004298;HOPITAL PRIVE MEDIPOLE DE SAVOIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;518;79.15;A;2-Stable;518;80.65;518;83.22;518;84.46;518;79.83;518;66.17;518;70.48
730780459;CLINIQUE HERBERT;730780459;CLINIQUE HERBERT;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;102;75.45;B;2-Stable;102;78.03;102;82.07;102;83.72;102;72.45;102;55.56;102;65.11
730000015;CENTRE HOSPITALIER METROPOLE SAVOIE;730783644;CHMS AIX REINE HORTENSE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;104;78.28;A;3-Amélioration;104;74.93;104;88.68;104;85.99;104;71.75;104;69.95;104;69.6
740781133;CH ANNECY-GENEVOIS;740000237;CH ANNECY-GENEVOIS SITE ANNECY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;251;70.9;C;2-Stable;251;69.7;251;80.2;251;77.6;251;70.28;251;49.54;251;63.22
740781208;CH GABRIEL DEPLANTE;740000294;HOPITAL GABRIEL DEPLANTE;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
740781133;CH ANNECY-GENEVOIS;740000302;CH ANNECY-GENEVOIS SITE ST JULIEN EN G;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;90;70;D;1-Diminution;90;68.13;90;77.75;90;78.05;90;70.62;90;52.67;90;60.17
740790381;CHI LES HOPITAUX DU LEMAN;740000328;HOPITAUX DU LEMAN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;80;69.63;D;2-Stable;80;69.46;80;79.45;80;76.99;80;64.89;80;54.25;80;59.65
740014345;HOPITAL PRIVE PAYS DE SAVOIE;740014345;HÔPITAL PRIVÉ PAYS DE SAVOIE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;419;72.53;C;2-Stable;419;73.63;419;78.71;419;78.31;419;72.91;419;57.38;419;62.63
740780416;CLINIQUE D''ARGONAY;740780416;CLINIQUE D'ARGONAY;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;317;76.69;B;1-Diminution;317;78.06;317;84.54;317;84.2;317;73.77;317;50.64;317;69.82
740780424;CLINIQUE GENERALE;740780424;CLINIQUE GENERALE;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;414;71.79;C;2-Stable;414;67.76;414;80.88;414;81.23;414;69.89;414;56.84;414;62.55
740790258;CENTRE HOSPITALIER ALPES LEMAN;740781141;CENTRE HOSPITALIER ALPES LEMAN;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;139;69.72;D;1-Diminution;139;68.5;139;77.83;139;74.09;139;73.25;139;54.24;139;59.3
740001839;CHI DES HOPITAUX DU PAYS DU MONT BLANC;740781166;HOPITAUX DU MONT BLANC SITE CHAMONIX;Auvergne-Rhône-Alpes;2- Facultatif;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
740001839;CHI DES HOPITAUX DU PAYS DU MONT BLANC;740781224;HÔPITAUX DU MONT BLANC SITE SALLANCHES;Auvergne-Rhône-Alpes;1- Obligatoire;1- Oui;144;71.19;C;4-Non calculable;144;72.9;144;79.01;144;75.36;144;68.01;144;60.15;144;61.02
750110025;CENTRE HOSPITALIER NATIONAL OPHTALMOLOGIE DES QUINZE-VINGTS;750000481;CHNO DES QUINZE VINGTS PARIS;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
750140014;CENTRE HOSPITALIER SAINTE ANNE DE PARIS;750000499;CHS SAINTE ANNE;Ile de France;1- Obligatoire;1- Oui;;;DI;4-Non calculable;;;;;;;;;;;;
750000523;GROUPE HOSPITALIER PARIS SAINT JOSEPH;750000523;GH PARIS SITE SAINT JOSEPH;Ile de France;1- Obligatoire;1- Oui;186;75.82;B;4-Non calculable;186;77.05;186;82.42;186;82.12;186;79.04;186;59.22;186;63.77
750000549;CLINIQUE FONDATION OPTHTALMOLOGIQUE ADOLPHE DE ROTHSCHILD;750000549;FONDATION OPHTALMOLOGIQUE ROTHSCHILD;Ile de France;1- Obligatoire;1- Oui;162;74.07;B;3-Amélioration;162;72.19;162;80.98;162;82.22;162;72.54;162;62.58;162;64.17
